user,CPU1 Temp,CPU2 Temp,Inlet Temp,Memory usage,Fan1 speed,Fan2 speed,Fan3 speed,Fan4 speed,Power consumption
jenjense,37,28,10,9.5,9170,9170,9170,9310,72.5
jenjense,43,30,12,11.77,7910,7910,7840,7910,71.5
jenjense,33,30,14,8.31,12250,12250,12250,12250,72
jenjense,39,34,10,11.91,8120,8120,8120,8050,72
jenjense,37,32,9,9.65,8890,8890,8890,8960,75.5
jenjense,47,36,17,26.19,8680,8750,8750,8750,90
jenjense,44,37,12,9.1,9100,9170,9170,9170,84.5
jenjense,61,49,9,19.08,5880,5880,5880,5880,82.5
jenjense,42,39,11,18.31,8260,8260,8120,8120,71
ipandey,74,51,10,35.68,8540,8540,8540,8540,161
ipandey,75,58,13,43.77,8750,8680,8750,8680,159.5
ipandey,57,47,0,35.17,-2147483648,-2147483648,-2147483648,-2147483648,157
ipandey,78,51,9,23.4,8960,8960,8960,9100,164.5
ipandey,85,51,14,49.67,10500,10500,10500,10500,158
ipandey,60,45,10,4.01,8260,8120,8120,8120,114
ipandey,79,58,10,48.06,9170,9310,9170,9170,164.5
ipandey,83,52,15,46.97,10220,10290,10220,10220,162
fmolajaf,63,47,14,30.51,12250,12250,12250,12250,148.5
fmolajaf,56,42,13,30.01,11060,10920,10920,10920,154
fmolajaf,55,47,9,31.43,9870,10290,10080,10430,154
fmolajaf,68,52,9,30.15,9450,9450,9450,9450,158
fmolajaf,81,50,9,33.21,8960,8960,8960,8960,165
fmolajaf,78,63,15,53.09,8750,8680,8680,8750,170.5
fmolajaf,70,51,16,40.23,11130,11130,11130,11130,161
fmolajaf,74,53,9,33.33,8470,8540,8470,8470,155
fmolajaf,79,58,16,40.09,9170,9170,9170,9170,162
fmolajaf,58,50,10,35.04,9310,9380,9380,9310,156.5
fmolajaf,74,60,10,31.3,8330,8470,8470,8330,154.5
fmolajaf,72,45,10,37.33,10430,10430,10430,10430,157.5
fmolajaf,74,60,9,37.94,8960,8960,8960,8960,163.5
fmolajaf,76,52,9,34.92,8540,8540,8540,8470,163.5
fmolajaf,78,48,9,39.87,9870,10080,9870,9870,155.5
fmolajaf,72,67,9,34.54,10010,10080,10080,10080,164.5
fmolajaf,74,46,9,31.64,10290,10290,10290,10220,171.5
nwijaya,39,29,10,3.51,8260,8260,8260,8260,70
nwijaya,37,32,10,3.38,9170,9170,9100,9100,72
nwijaya,49,39,11,4.99,6160,6300,6160,6160,75
nwijaya,36,31,9,9.8,9310,9310,9310,9310,65.5
nwijaya,42,36,15,3.2,8890,8750,8890,8890,70.5
nwijaya,35,25,9,7.77,10850,10850,10920,10850,70
lediaz,67,40,9,16.3,9450,9590,9450,9450,129
lediaz,69,55,15,18.43,8890,8890,8890,8890,133
lediaz,43,33,11,16.69,5740,5740,5740,5740,60.5
lediaz,67,48,9,19.3,8680,8540,8680,8470,133.5
lediaz,68,40,9,18.87,9170,9170,9170,9170,127.5
lediaz,58,56,12,24.9,9380,9380,9380,9380,134.5
juandomi,45,59,9,22.6,8680,8470,8540,8540,106.5
juandomi,71,55,10,9.38,8540,8540,8680,8540,165.5
juandomi,55,49,12,9.39,9590,9450,9590,9590,123
juandomi,60,54,10,11.83,8540,8540,8540,8540,164
wan39502,67,59,9,9.6,9590,9450,9450,9590,165.5
wan39502,62,49,9,5.4,9170,9170,9170,9170,161
wan39502,66,56,11,9.74,8050,8120,8050,8050,163.5
wan39502,72,50,10,7.32,9170,9170,9170,9170,157
daray,40,34,13,34.57,8750,8680,8680,8750,71.5
qiu25856,40,34,13,34.57,8750,8680,8680,8750,71.5
tobollin,47,36,17,26.19,8680,8750,8750,8750,90
abkenyon,47,36,17,26.19,8680,8750,8750,8750,90
johruska,61,49,9,19.08,5880,5880,5880,5880,82.5
johruska,42,32,9,49.99,8540,8540,8540,8470,82.5
johruska,40,34,9,28.9,9380,9450,9450,9380,85
johruska,44,33,12,44,7910,7840,7910,7910,81
johruska,40,34,13,34.57,8750,8680,8680,8750,71.5
johruska,47,36,17,26.19,8680,8750,8750,8750,90
johruska,44,37,12,9.1,9100,9170,9170,9170,84.5
johruska,38,33,9,27.04,10290,10290,10290,10220,82.5
johruska,37,28,11,17.88,9380,9380,9380,9380,72
johruska,40,29,9,18.24,8680,8470,8680,8540,73.5
johruska,44,35,10,13.07,8540,8540,8540,8540,78.5
johruska,51,42,9,25.73,5880,5880,5880,5880,74.5
johruska,36,27,12,26.22,12460,12460,12460,12460,73
johruska,55,40,9,23,5530,5530,5670,5530,76
johruska,46,38,13,18.5,7840,7840,7910,7910,77.5
johruska,44,33,10,23.58,8330,8470,8470,8330,77
johruska,39,30,14,12.04,9310,9310,9310,9310,72
johruska,35,30,9,19.64,10850,10850,10920,10850,72.5
johruska,0,33,11,23.07,9590,9590,9450,9590,78.5
johruska,35,28,14,24.71,12250,12180,12250,12180,76
johruska,36,31,11,25.16,10710,10710,10710,10710,77
johruska,36,37,9,31.23,9170,9310,9310,9310,79.5
johruska,39,31,10,24.46,9170,9170,9170,9170,78.5
johruska,39,32,9,23.74,8540,8540,8540,8470,76.5
johruska,34,31,10,28.11,10640,10430,10430,10500,76.5
johruska,47,39,13,25.67,7840,7910,7910,7910,82.5
johruska,55,44,13,23.71,6510,6370,6370,6510,79.5
johruska,44,36,10,25.21,8330,8330,8470,8470,77.5
johruska,44,35,9,24.89,8120,8120,8120,8120,81
johruska,43,36,10,27.22,8120,8120,8120,8120,77.5
johruska,38,33,10,25.84,8750,8540,8750,8540,81
johruska,44,35,10,34.41,8120,8120,8120,8120,79.5
johruska,44,33,11,24.15,8680,8680,8540,8680,77.5
johruska,38,37,13,30.51,11060,10920,10920,10920,79.5
johruska,38,33,9,24.33,8540,8540,8540,8680,75.5
johruska,38,30,9,14.76,8890,8960,8960,8960,76
johruska,47,39,11,25.25,6160,6090,6160,6160,79
johruska,64,45,13,24.89,6370,6370,6510,6510,78
johruska,35,28,9,14.62,9870,10010,9870,10010,80.5
akitazum,37,28,10,4.44,8750,8680,8750,8750,64
war94577,72,55,9,14.19,8120,8120,8050,8120,147
war94577,80,50,10,9.88,9310,9310,9380,9310,154.5
war94577,69,41,10,9.12,9170,9170,9170,9170,125.5
emilwrig,40,29,9,6.66,8470,8470,8330,8330,70.5
emilwrig,43,40,10,12.73,8540,8680,8540,8540,81
emilwrig,44,33,9,5.22,8960,8960,8890,8960,92
twixtrom,43,40,10,12.73,8540,8680,8540,8540,81
erivasqu,40,29,9,6.66,8470,8470,8330,8330,70.5
jagkaur,53,38,9,17.56,8890,8890,8890,8890,110.5
jagkaur,65,50,9,22.08,9590,9590,9380,9450,158
jagkaur,54,40,11,3.17,8890,8890,8890,8890,111
jagkaur,54,41,11,9.89,8680,8750,8680,8750,110
jagkaur,44,37,0,4.23,0,0,0,0,100.5
jagkaur,58,48,12,10.36,8680,8540,8680,8680,113.5
jagkaur,49,38,9,10.36,8120,8120,8120,8120,110
jagkaur,43,38,9,22.09,9170,9310,9170,9310,104
jagkaur,43,37,11,3.54,9380,9380,9380,9380,104.5
jagkaur,53,42,11,11.5,8680,8680,8680,8680,107.5
jagkaur,68,55,15,26.68,7070,7210,7070,7070,112.5
jagkaur,55,43,9,2.57,9310,9170,9310,9170,105.5
jagkaur,60,45,10,4.01,8260,8120,8120,8120,114
jagkaur,43,35,9,2.81,10220,10290,10290,10290,110
jagkaur,70,50,9,18.79,8890,8750,8890,8890,164
svaca,40,29,9,6.66,8470,8470,8330,8330,70.5
bjayee,43,35,9,2.81,10220,10290,10290,10290,110
bjayee,51,41,16,5.33,9170,9170,9310,9170,109
nramanat,40,29,9,6.66,8470,8470,8330,8330,70.5
kafroz,80,52,10,8.19,9170,9310,9170,9170,160
kafroz,80,47,9,6.28,9310,9310,9170,9170,147
kafroz,83,44,9,18.78,9590,9450,9590,9590,163
kafroz,75,59,11,4.29,8540,8540,8540,8540,153.5
kafroz,75,49,10,22.98,10640,10430,10430,10430,156.5
bdankesr,74,54,10,17.14,9310,9310,9310,9170,154
bdankesr,80,52,10,8.19,9170,9310,9170,9170,160
bdankesr,80,47,9,6.28,9310,9310,9170,9170,147
bdankesr,83,44,9,18.78,9590,9450,9590,9590,163
bdankesr,75,59,11,4.29,8540,8540,8540,8540,153.5
bdankesr,75,49,10,22.98,10640,10430,10430,10430,156.5
janfisch,72,50,9,19.28,8260,8260,8120,8120,157.5
edgardga,63,46,10,25.65,9310,9310,9170,9170,144
edgardga,70,50,9,18.79,8890,8750,8890,8890,164
rmanser,79,54,9,19.67,9170,9170,9310,9170,163
rmanser,72,50,9,19.28,8260,8260,8120,8120,157.5
rmanser,70,50,9,18.79,8890,8750,8890,8890,164
rmanser,78,58,8,17.96,8960,8960,8960,8890,162.5
rmanser,81,50,9,24.47,9380,9450,9450,9450,160.5
rmanser,78,53,10,36.61,9450,9380,9450,9450,164.5
rmanser,67,51,10,21.89,9310,9380,9380,9380,157
rmanser,83,55,14,19.13,9660,9590,9660,9590,167
rmanser,80,50,9,19.63,9310,9170,9170,9170,167.5
rmanser,78,51,16,25.15,11130,11130,11130,11130,165
rmanser,80,50,9,20.17,9380,9450,9450,9450,161.5
rmanser,68,53,9,18.87,10220,10290,10290,10220,166
rmanser,78,73,9,26.5,9380,9450,9450,9450,165.5
rmanser,59,46,10,17.82,10430,10430,10430,10430,160
rmanser,73,52,9,18.02,9170,9170,9170,9170,160
rmanser,70,51,9,21.47,9310,9310,9170,9310,168.5
rmanser,76,52,9,20.68,8890,8890,8750,8960,163.5
rmanser,80,48,9,18.17,9310,9310,9310,9310,161
rmanser,79,63,9,18.83,9170,9170,9170,9170,163.5
rmanser,77,55,9,18.35,8960,8890,8890,8750,165.5
rmanser,80,58,16,17.5,9170,9170,9310,9170,166
rmanser,79,57,9,21.23,9170,9170,9170,9170,163.5
rmanser,83,51,9,19.8,10080,10640,10010,10290,171
rmanser,75,53,10,28.61,9170,9310,9170,9170,164
rmanser,76,57,10,18.16,8890,8890,8890,8890,166.5
rmanser,77,59,14,19.51,9660,9590,9660,9450,168.5
rmanser,70,54,10,18.75,8540,8680,8540,8540,166
rmanser,70,51,14,19.76,10430,10430,10500,10500,165
rmanser,74,52,11,21.45,8960,8960,8960,8890,164
rmanser,80,59,14,21.59,9310,9170,9310,9310,166.5
rmanser,81,52,9,22.18,9450,9450,9450,9590,164
rmanser,74,52,9,25.54,8540,8540,8540,8540,156
rmanser,75,60,9,20.01,8540,8470,8680,8540,163
rmanser,88,44,14,32.38,12390,12250,12390,12180,153.5
rmanser,82,52,10,19.57,9450,9450,9450,9450,167
rmanser,73,56,17,57.39,8680,8750,8750,8750,169
rmanser,79,54,9,18.37,9170,9310,9170,9310,165
rmanser,76,51,15,20.4,8890,8890,8890,8890,164.5
rmanser,70,43,9,41.11,10010,10080,10080,10080,164
rmanser,68,50,10,20.39,8540,8750,8680,8680,161
rmanser,82,51,9,56.7,9590,9450,9450,9450,171.5
rmanser,57,44,9,18.19,10290,10290,10220,10220,161
rmanser,80,47,9,17.93,9170,9170,9170,9100,155
rmanser,75,63,9,18.59,8960,8890,8960,8960,163
rmanser,76,59,10,19.64,8750,8750,8750,8680,161
rmanser,79,74,11,18.86,9590,9450,9590,9590,170
rmanser,78,62,10,19.48,9170,9310,9170,9310,166
rmanser,80,54,10,23.07,9310,9170,9170,9310,163
rmanser,73,48,9,22.95,9170,9170,9170,9170,162
rmanser,81,48,12,17.85,9380,9380,9380,9380,164
rmanser,75,51,10,41.92,8680,8540,8540,8750,160
rmanser,87,52,9,19.07,11830,11830,11760,11830,167
rmanser,80,54,9,19.59,9310,9380,9310,9310,157.5
rmanser,74,54,10,17.14,9310,9310,9310,9170,154
rmanser,65,50,9,22.08,9590,9590,9380,9450,158
rmanser,78,51,9,23.4,8960,8960,8960,9100,164.5
rmanser,67,54,9,8.56,9170,9170,9310,9170,143
rmanser,63,46,10,25.65,9310,9310,9170,9170,144
rmanser,44,37,0,4.23,0,0,0,0,100.5
rafiisla,82,72,9,8.23,9590,9590,9450,9450,157.5
rafiisla,85,51,9,8.09,9870,10010,10010,10010,159
rafiisla,79,60,12,5.91,9170,9170,9170,9170,155
rafiisla,78,68,9,19.36,8960,8890,8890,8890,158.5
rafiisla,77,57,15,6.73,8750,8750,8890,8890,156
rafiisla,85,66,9,7.56,10850,10850,10920,10850,159.5
rafiisla,83,55,12,4.84,9590,9450,9590,9590,154.5
rafiisla,65,52,9,11.58,12040,11970,12040,12040,156.5
rafiisla,79,67,9,5.38,9100,9100,9100,9170,159
rafiisla,69,52,9,3.72,10220,10290,10290,10290,155
adegbalo,57,47,11,4.78,10500,10500,10640,10500,142
adegbalo,64,59,0,27.64,-2147483648,-2147483648,-2147483648,-2147483648,150
adegbalo,80,49,11,4.6,9450,9450,9450,9450,151.5
adegbalo,72,86,16,5.38,11130,11130,11130,11130,152.5
adegbalo,66,49,10,25.37,8540,8540,8470,8470,161.5
adegbalo,66,54,9,18.09,9100,9310,9170,9310,160.5
adegbalo,71,44,9,6.04,8890,8890,8890,8890,133.5
adegbalo,63,51,11,4.02,8540,8540,8680,8540,138.5
adegbalo,78,48,9,7.09,8960,8890,8960,8960,143
adegbalo,63,47,8,6.28,8540,8470,8540,8540,141.5
adegbalo,51,42,9,5.61,10850,10850,10920,10850,143
adegbalo,69,54,9,5.39,8960,8960,8960,9310,147.5
adegbalo,79,52,10,3.31,9170,9170,9170,9170,147.5
adegbalo,65,49,10,16.81,8890,8960,8890,8890,148.5
adegbalo,70,58,12,4.16,8540,8540,8540,8470,144.5
adegbalo,73,53,10,4.98,8260,8120,8120,8260,140
adegbalo,86,42,12,5.66,12460,12460,12460,12460,157.5
adegbalo,77,47,15,8.17,8890,8890,8890,8890,145.5
adegbalo,86,63,9,6.37,10010,10080,10080,10080,150.5
adegbalo,64,47,9,25.85,8470,8330,8470,8470,142.5
qinyuan,43,37,11,12.74,8540,8540,8540,8540,81.5
qinyuan,40,33,9,29.36,9310,9380,9380,9380,85
qinyuan,38,33,9,26.69,10290,10290,10290,10220,83
qinyuan,44,36,10,10.4,7630,7630,7630,7630,81.5
qinyuan,54,42,9,6.62,5530,5530,5670,5670,77
qinyuan,61,49,9,19.47,6090,5950,6160,5950,83
qinyuan,47,36,17,26.19,8680,8750,8750,8750,90.5
qinyuan,45,38,12,9.06,9170,9170,9170,9170,84.5
hge,68,54,9,64.51,10220,10290,10220,10220,150.5
hge,68,44,9,65.64,8960,8960,8890,8960,148
hge,67,48,9,66.73,8120,8120,8050,8120,140
hge,74,45,12,65.44,9870,9870,9870,9870,151.5
hge,79,44,11,66.39,9870,9800,9870,9660,149.5
hge,57,48,10,64.8,10500,10500,10500,10500,151
hge,71,53,10,17.14,8540,8540,8470,8470,134
hge,75,50,10,3.78,8470,8470,8470,8540,136
hge,76,43,9,18.78,8960,9100,8960,9100,138
hge,67,45,11,22.98,10500,10430,10500,10500,133.5
jkorstia,36,28,11,9.12,9380,9380,9450,9380,66.5
jkorstia,54,42,9,6.62,5530,5530,5670,5670,77
ddocimo,64,44,0,54.52,0,0,0,0,164
ddocimo,57,45,11,48.15,9450,9450,9450,9380,145.5
ddocimo,64,48,11,41.9,8050,8120,8120,8120,131.5
ddocimo,71,55,13,51.2,7840,7840,7910,7910,150.5
nayshah,46,35,12,16.61,12460,12460,12460,12460,122.5
nayshah,53,46,9,4.99,10290,10290,10290,10220,127
nayshah,63,39,9,6.7,10010,10010,10080,10080,131
nayshah,65,48,12,5.13,9800,9870,9870,9870,133
nayshah,66,52,11,4.11,8050,8120,8050,8120,125
nayshah,58,49,9,4,9310,9380,9380,9310,130.5
nayshah,72,47,10,14.67,8120,8120,8120,8120,138.5
nayshah,43,36,11,3.87,5740,5740,5740,5740,61.5
nayshah,74,48,11,5.75,8540,8540,8540,8540,132.5
nayshah,65,46,10,4.83,9170,9310,9310,9310,129
nayshah,58,43,10,3.45,8540,8540,8680,8540,129.5
nayshah,53,40,9,2.64,8960,8890,9100,8890,125.5
nayshah,72,47,10,9.46,8330,8470,8330,8470,126.5
nayshah,58,54,10,9.59,8890,8890,8960,8890,129
nayshah,73,46,12,3.74,8120,8260,8120,8260,132.5
nayshah,58,41,0,14.06,0,0,0,0,133.5
nayshah,71,53,9,5.16,7910,7910,7840,7910,128.5
nayshah,44,34,11,4.72,5740,5740,5740,5740,64
nayshah,59,43,14,3.89,10500,10430,10500,10430,133
nayshah,66,43,8,4.31,8960,8960,8960,8960,129
nayshah,73,50,10,4.78,8260,8260,8260,8260,128
nayshah,71,56,11,6.44,8120,8120,8120,8120,134
nayshah,52,42,9,7.01,9380,9380,9380,9310,124
nayshah,69,51,15,12.64,8750,8750,8890,8890,134
nayshah,74,47,9,6.66,8470,8470,8470,8470,132
nayshah,64,50,9,4.5,8470,8330,8470,8470,129.5
nayshah,58,60,15,12.39,8750,8680,8750,8750,128.5
nayshah,0,52,15,5.7,8680,8750,8750,8750,137.5
nayshah,51,45,9,6.24,9310,9310,9170,9310,126.5
nayshah,61,45,15,8.21,8750,8750,8750,8750,127
nayshah,59,41,9,20.61,9590,9450,9590,9590,131
nayshah,65,48,11,20.92,8890,8750,8890,8960,135.5
nayshah,75,54,17,4.9,8680,8750,8750,8750,137
nayshah,62,51,15,4.34,8890,8890,8890,8890,127
nayshah,69,44,10,20.58,8470,8750,8330,8680,131
nayshah,0,0,0,4.03,0,0,0,0,126.5
nayshah,59,47,10,4.63,8330,8330,8470,8330,124
nayshah,67,56,11,3.81,10430,10500,10640,10500,135
nayshah,66,50,15,4.53,8750,8750,8750,8960,135.5
nayshah,62,49,10,4.54,8750,8680,8750,8750,137.5
nayshah,65,45,10,6.91,8260,8260,8260,8260,130.5
nayshah,70,45,12,32.04,9170,9310,9100,9170,138
nayshah,78,53,10,4.53,8960,8960,8960,9170,135
nayshah,74,47,9,4.66,8470,8330,8470,8330,136
nayshah,60,43,9,4.3,8960,8960,8960,8890,134
nayshah,71,46,10,13.37,8890,8890,8890,8890,139
nayshah,71,51,15,7.9,8750,8750,8750,8750,131.5
nayshah,62,49,10,11.12,9170,9310,9310,9310,133.5
nayshah,67,48,9,4.49,8120,8120,8120,8050,129.5
nayshah,72,46,10,4.6,8120,8120,8120,8120,126.5
nayshah,73,52,13,5.47,8470,8470,8470,8330,133.5
nayshah,64,48,9,5.41,8960,8890,8960,8960,130.5
nayshah,61,48,9,3.95,11060,9170,10920,9170,131
nayshah,52,38,11,4.11,10500,10500,10500,10500,129.5
nayshah,56,46,9,5.37,9170,9170,9170,9170,129
nayshah,49,40,12,5.2,9870,9870,9870,9870,123
nayshah,68,52,9,4.21,8540,8540,8680,8680,127.5
nayshah,72,53,9,11.13,8120,8120,8120,8120,135.5
nayshah,81,47,11,4.71,9380,9450,9450,9380,135
nayshah,74,49,10,18.84,8470,8470,8330,8330,131.5
fazhussa,55,58,9,29.95,10220,10290,10290,10220,159
fazhussa,86,61,9,19.3,10290,10220,10290,10220,165
fazhussa,66,52,9,13.57,8470,8470,8540,8470,163.5
fazhussa,77,57,11,13.31,8890,8960,8960,8890,168
fazhussa,68,50,9,15.18,9170,9310,9170,9170,163.5
fazhussa,75,50,8,14.2,8540,8470,8540,8540,158
fazhussa,78,50,10,20.49,9310,9170,9170,9170,164
fazhussa,74,54,10,14.7,9170,9380,9170,9450,161.5
fazhussa,77,54,9,12.53,8890,8960,8960,8890,162
fazhussa,71,54,9,13.92,8120,8050,8050,8120,162
fazhussa,71,53,12,13.34,9590,9450,9590,9590,166.5
fazhussa,83,61,12,14.22,9800,9870,9870,9870,162.5
fazhussa,77,52,10,14.5,8890,8890,8890,8890,163.5
fazhussa,48,43,9,7.84,9170,9170,9170,9170,110
fazhussa,71,49,10,14.24,10430,10430,10290,10430,163.5
fazhussa,76,53,9,13.51,9310,9310,9310,9170,165
fazhussa,77,55,10,17.8,8960,8890,8890,8890,159
fazhussa,83,47,11,31.06,10010,10010,9870,9870,162.5
fazhussa,72,53,12,32.59,9380,9450,9380,9450,162
fazhussa,76,55,11,14.5,8680,8680,8680,8750,160
fazhussa,0,0,0,12.55,0,0,0,0,
fazhussa,78,52,10,14.21,8960,8960,8960,8960,162.5
fazhussa,78,49,10,15.16,9310,9310,9170,9310,159
fazhussa,74,56,12,16.84,8540,8540,8540,8540,163
fazhussa,68,49,10,13.22,9450,9450,9450,9450,156
fazhussa,71,53,10,14.47,9310,9310,9310,9310,165
fazhussa,79,54,10,14.76,9310,9310,9310,9310,167
fazhussa,80,53,11,14.38,9380,9380,9380,9380,165.5
fazhussa,75,55,8,13.04,8890,8960,8960,8960,163.5
mdmia,40,33,9,29.36,9310,9380,9380,9380,85
mdmia,40,36,13,34.61,8750,8680,8680,8750,72
shahrahm,75,43,9,6,8540,8540,8540,8540,133
shahrahm,75,57,9,5.61,10850,10430,10710,10290,145
shahrahm,65,53,9,9.73,8120,8120,8050,8120,131
shahrahm,75,56,11,57.5,8680,8540,8540,8540,146.5
shahrahm,66,48,10,4.24,8890,8960,8960,8960,140.5
shahrahm,72,50,9,5.9,8050,8120,8120,8120,141.5
shahrahm,49,38,11,5.62,5740,5740,5740,5740,70.5
shahrahm,62,48,16,7.49,11130,11130,11130,11130,132
shahrahm,69,54,10,4.46,7490,7490,7420,7490,133.5
shahrahm,65,76,10,6.02,8750,8680,8680,8750,133
stalukde,63,45,9,4.01,10290,10220,10220,10220,128.5
stalukde,47,39,9,8.36,9450,9590,9450,9450,122.5
stalukde,55,43,10,18.23,8260,8260,8120,8260,126
stalukde,62,46,9,10.38,8330,8470,8330,8330,129.5
stalukde,65,50,11,4.25,8960,8960,8960,8960,128.5
stalukde,71,53,14,5.82,9310,9310,9380,9380,133.5
stalukde,69,50,11,5.25,8120,8120,8120,8120,130
stalukde,57,46,11,4.72,8890,8890,8890,8960,130.5
stalukde,77,46,11,4.57,8890,8750,8890,8960,129
stalukde,53,52,0,5.48,0,0,0,0,129.5
stalukde,76,43,9,24.86,9170,9170,9310,9170,121
stalukde,62,47,10,8.81,9170,9170,9170,9170,124
stalukde,61,47,9,5.36,8260,8260,8120,8120,129.5
stalukde,61,44,9,7.83,8540,8540,8540,8540,133
stalukde,59,43,9,4.5,8890,9310,9380,9310,121
stalukde,72,54,9,4.89,8470,8470,8330,8470,128.5
stalukde,57,44,9,9.25,8890,8960,8960,8890,125
stalukde,54,44,16,11.86,9170,9170,9310,9310,123
stalukde,71,52,12,6.65,7910,7910,7840,7910,126.5
stalukde,63,44,9,12.63,9170,9170,9170,9170,123.5
stalukde,51,42,9,4.64,9170,9170,9170,9310,124.5
stalukde,73,47,10,4.57,8470,8330,8470,8470,123.5
stalukde,56,46,10,4.98,9170,9170,9170,9170,127.5
stalukde,71,50,11,7.75,8050,8120,8050,8050,124
stalukde,70,50,10,6.56,7630,7630,7630,7700,123
stalukde,71,46,12,5.12,8260,8260,8120,8260,128.5
stalukde,59,50,12,17.47,8260,8260,8120,8260,122.5
stalukde,60,44,9,6.23,7910,7910,7840,7840,121.5
stalukde,58,43,10,15.86,8680,8680,8680,8680,122
stalukde,67,55,10,10.98,8260,8120,8260,8120,126.5
esowell,40,29,9,17.82,8540,8540,8680,8540,73.5
esowell,34,28,14,24.78,11970,11830,11970,11830,75.5
esowell,0,33,11,23.07,9590,9590,9450,9590,78.5
esowell,45,36,10,16.18,7490,7490,7420,7490,85.5
esowell,32,28,11,21.04,9590,9800,9450,9660,70
esowell,34,25,12,9.73,10850,10920,11060,10850,71
esowell,37,28,11,17.87,9380,9380,9380,9380,71
esowell,45,35,12,11.84,8540,8470,8540,8330,87
esowell,34,27,10,8.26,9170,9170,9170,9170,65
esowell,33,26,10,11.31,9310,9170,9170,9310,71
esowell,44,36,10,10.4,7630,7630,7630,7630,81.5
esowell,34,25,9,13.21,11830,11760,11690,11760,69.5
esowell,36,29,11,12.15,8120,8120,8120,8120,67
esowell,36,28,11,9.12,9380,9380,9450,9380,66.5
esowell,44,33,10,23.46,8890,8540,8750,8540,77
esowell,37,29,13,10.93,8470,8470,8470,8330,71
esowell,35,28,9,6.55,9310,9170,9170,9170,67
esowell,35,28,9,8.46,9380,9310,9380,9310,66
esowell,33,25,13,8.78,10920,10920,10920,10920,68
esowell,39,29,9,7.49,8750,8750,8680,8750,72.5
esowell,35,30,11,7.7,10710,10710,10710,10710,71
esowell,33,27,11,9.72,9450,9450,9450,9450,66.5
esowell,38,30,10,5.84,8540,8540,8680,8540,68.5
esowell,39,30,10,7.42,8120,8120,8120,8120,72.5
esowell,39,30,11,7.34,8680,8750,8680,8750,67
esowell,39,30,11,6.81,8960,8960,8960,8960,68
esowell,43,35,15,8.31,7000,7070,7000,7000,66
esowell,34,28,8,26.03,8540,8470,8540,8540,68
esowell,36,28,8,7.3,8540,8470,8540,8540,67
esowell,32,28,9,7.44,10220,10290,10290,10220,66.5
esowell,42,32,15,7.15,8890,8890,8890,8890,70
esowell,34,29,9,7.61,9590,9660,9590,9590,69.5
esowell,36,27,10,10.27,8120,8120,8120,8050,67
esowell,36,33,15,51.35,8750,8680,8750,8750,70.5
esowell,36,31,9,6.2,8540,8540,8540,8540,70
esowell,31,26,12,8.73,10920,10850,11060,10710,66.5
esowell,36,27,9,6.75,8540,8330,8470,8470,68.5
esowell,37,30,9,7.17,8120,8120,8120,8050,67
esowell,32,27,13,7.88,8470,8470,8470,8330,67
esowell,36,30,11,16.84,9380,9450,9450,9380,73
esowell,40,32,10,11.72,8680,8680,8680,8750,69
esowell,32,27,9,8.12,8890,8960,8960,8960,71
esowell,38,29,9,7.51,10290,10850,10290,10850,69.5
esowell,37,28,9,11.84,9170,8890,9100,8890,70.5
esowell,34,23,12,33.07,12460,12460,12460,12460,67.5
esowell,39,28,11,10.97,8540,8540,8540,8540,65
esowell,34,26,10,6.54,9170,9310,9170,9170,70
esowell,36,29,9,6.93,7910,7910,7840,7910,67
esowell,37,30,11,7.64,9800,9800,9800,9870,67
esowell,45,38,14,20.26,9170,9310,9310,9380,79.5
esowell,35,27,10,7.31,8960,8890,8890,8890,69
esowell,40,32,10,8.22,8680,8680,8540,8750,67.5
esowell,37,30,10,7.63,8750,8680,8680,8750,68
esowell,37,25,13,7.16,8750,8680,8750,8750,56
esowell,37,29,10,6.78,9170,9100,9170,9170,65.5
esowell,39,30,11,8.7,8050,8120,8050,8050,68
esowell,36,30,9,7.5,9170,9170,9310,9170,68
esowell,41,31,10,7.04,8470,8470,8470,8330,66.5
esowell,38,29,10,6.65,8680,8680,8750,8680,65.5
esowell,37,27,9,9.29,9450,9450,9380,9450,69
esowell,41,32,15,7.78,8750,8750,8750,8890,66
esowell,38,31,8,9.69,8960,8960,8960,8960,67.5
esowell,37,27,10,6.9,7630,7630,7630,7700,67.5
esowell,40,32,10,8.89,9380,9380,9380,9380,71.5
esowell,32,25,0,11.82,-2147483648,-2147483648,-2147483648,-2147483648,67.5
esowell,43,31,16,8.08,10220,10220,10220,10220,67.5
esowell,33,28,11,12.2,10710,10710,10710,10710,70.5
esowell,39,27,9,6.88,7840,7910,7840,7910,65
esowell,37,31,10,10.12,8960,8960,8960,8890,68
esowell,47,35,13,6.82,6510,6580,6580,6720,71.5
esowell,39,31,12,15.9,9170,9170,9170,9170,71
esowell,42,33,10,7.35,7630,7630,7630,7700,67.5
esowell,35,28,9,7.52,8540,8540,8540,8540,72.5
esowell,35,29,9,8.48,9870,10010,9870,10010,73.5
esowell,33,26,0,7.51,0,0,0,0,69
esowell,35,28,11,7.8,9450,9450,9450,9380,68
esowell,63,52,11,9.93,6300,6300,6300,6300,96.5
esowell,35,25,11,8.81,10500,10640,10500,10500,70
esowell,38,33,9,26.69,10290,10290,10290,10220,83
esowell,51,36,10,9.14,8960,8960,8960,8960,92
esowell,39,28,11,7.59,8680,8750,8680,8680,68
