user,CPU1 Temp,CPU2 Temp,Inlet Temp,Memory usage,Fan1 speed,Fan2 speed,Fan3 speed,Fan4 speed,Power consumption
esowell,39,30,14,11.84,9590,9450,9590,9450,68
esowell,37,32,14,58.28,9590,9450,9590,9450,72.5
esowell,35,27,9,15.98,9800,9870,9870,9870,70
esowell,36,26,11,19.74,10500,10500,10500,10500,72
esowell,36,27,13,26.31,12460,12460,12460,12460,73
esowell,39,31,13,25.75,8680,8680,8680,8680,66.5
esowell,51,42,9,25.46,6510,5740,6370,5880,74
esowell,37,27,10,7.21,9170,9170,9170,9170,70
esowell,39,29,10,5.42,9170,8960,8960,9170,68.5
jenjense,40,32,9,26.54,9380,9380,9450,9450,85
jenjense,44,33,10,5.23,8890,8890,8890,8960,90.5
jenjense,63,52,11,9.95,6300,6300,6300,6160,97.5
jenjense,46,36,11,11.91,8540,8540,8540,8470,89
jenjense,51,36,10,8.96,8960,8960,8960,8960,91.5
jenjense,46,36,10,16.21,7490,7490,7490,7490,87
jenjense,41,34,13,34.55,8680,8680,8680,8680,72.5
jenjense,39,36,13,7.29,8330,8470,8470,8330,73.5
jenjense,38,28,10,9.45,9310,9170,9310,9310,72.5
jenjense,43,31,12,11.58,7910,7910,7840,7910,71.5
jenjense,33,30,14,8.3,12250,12040,12460,12180,72
jenjense,39,36,10,11.59,8260,8260,8260,8260,72
jenjense,37,32,9,9.55,8960,8890,8750,8890,73.5
jenjense,47,36,17,25.4,8680,8750,8750,8750,91
jenjense,44,37,12,9.34,9100,9170,9170,9170,84.5
jenjense,61,50,9,16.36,6160,6160,6090,6300,83.5
jenjense,42,39,11,18.31,8260,8120,8120,8260,71
ipandey,74,51,10,49.89,8540,8540,8540,8540,162.5
ipandey,75,58,13,56.43,8750,8680,8750,8750,159.5
ipandey,57,48,0,49.34,-2147483648,-2147483648,-2147483648,-2147483648,157.5
ipandey,76,50,10,37.88,8890,8890,8890,8890,160
ipandey,82,51,15,35.24,10500,10500,10500,10500,155
ipandey,80,55,10,33.43,9310,9100,9170,9170,169
ipandey,79,58,11,48.06,9170,9170,9170,9170,165.5
ipandey,84,52,16,46.97,10010,10010,10220,10010,162
fmolajaf,68,49,14,31.56,12390,12250,12460,12250,151
fmolajaf,57,43,12,31.07,11060,10920,10920,10920,168.5
fmolajaf,56,48,9,32.44,9870,9800,9800,9870,154.5
fmolajaf,69,53,9,31.13,9380,9450,9380,9450,158.5
fmolajaf,78,48,9,32.19,8960,8960,9100,8960,156.5
fmolajaf,75,61,14,51.27,8540,8540,8540,8540,162
fmolajaf,69,50,16,38.48,11130,11130,11130,11130,160
fmolajaf,76,54,9,33.26,8960,8960,8960,8890,156
fmolajaf,80,59,17,40.04,9310,9310,9310,9380,162
fmolajaf,62,52,10,34.96,9170,9310,9310,9310,169.5
fmolajaf,75,62,10,32.3,9450,8680,9590,8540,161
fmolajaf,74,46,10,38.3,10430,10430,10430,10430,158
fmolajaf,76,62,9,38.94,8960,8960,8960,8960,164.5
fmolajaf,75,53,10,34.94,8540,8540,8540,8540,169.5
fmolajaf,82,50,9,39.86,9870,10010,9870,9870,171
fmolajaf,74,70,9,34.53,10010,10010,10080,10080,171.5
fmolajaf,78,47,9,31.63,10220,10290,10290,10220,168.5
nwijaya,40,29,10,3.51,8260,8260,8260,8260,70
nwijaya,37,32,10,3.38,9100,9310,9100,9310,72.5
nwijaya,50,40,11,5,6160,6160,6160,6300,74.5
nwijaya,36,30,9,9.78,9380,9380,9380,9310,65.5
nwijaya,42,37,15,3.2,8890,8890,8960,8890,72.5
nwijaya,35,25,9,7.78,10850,10850,10920,10850,70
lediaz,67,40,9,16.3,9450,9450,9380,9450,129
lediaz,69,55,15,18.41,8890,8890,8890,8890,133
lediaz,43,34,11,16.69,5740,5740,5740,5740,60.5
lediaz,67,48,10,19.29,8680,8680,8540,8540,133.5
lediaz,66,39,9,18.87,9380,9380,9310,9310,127.5
lediaz,58,56,12,24.9,9450,9450,9450,9310,134.5
juandomi,45,58,9,22.61,8680,8540,8680,8540,120
juandomi,74,56,10,9.37,8470,8470,8470,8470,166
juandomi,57,51,12,9.37,9590,9450,9590,9590,122.5
juandomi,60,54,10,11.78,8540,8540,8540,8540,165
wan39502,67,59,10,9.61,9450,9450,9450,9450,165.5
wan39502,63,49,9,5.43,9310,9170,9310,9170,159.5
wan39502,66,56,11,9.75,8050,8120,8050,8120,161
wan39502,72,50,11,7.32,9170,9170,9170,9170,156.5
daray,41,34,13,34.55,8680,8680,8680,8680,72.5
qiu25856,41,34,13,34.55,8680,8680,8680,8680,72.5
tobollin,47,36,17,25.4,8680,8750,8750,8750,91
abkenyon,47,36,17,25.4,8680,8750,8750,8750,91
johruska,61,50,9,16.36,6160,6160,6090,6300,83.5
johruska,41,32,9,49.89,8470,9380,8960,9380,82
johruska,40,32,9,26.54,9380,9380,9450,9450,85
johruska,44,34,12,40.03,7910,7910,7910,7910,83.5
johruska,41,34,13,34.55,8680,8680,8680,8680,72.5
johruska,47,36,17,25.4,8680,8750,8750,8750,91
johruska,44,37,12,9.34,9100,9170,9170,9170,84.5
johruska,38,31,9,26.69,10220,10290,10220,10220,83
johruska,37,28,11,17.96,9380,9380,9310,9310,71.5
johruska,41,29,9,17.86,8540,8540,8540,8540,74.5
johruska,44,35,10,14.13,8540,8540,8540,8470,79
johruska,51,42,9,25.46,6510,5740,6370,5880,74
johruska,36,27,13,26.31,12460,12460,12460,12460,73
johruska,55,42,9,23,5530,5530,5670,5530,76
johruska,47,39,13,19.01,7840,7910,7910,7910,76.5
johruska,43,33,10,23.44,9310,9450,9380,9380,77.5
johruska,39,30,14,11.84,9310,9170,9310,9310,73.5
johruska,35,30,9,18.69,10850,10850,10920,10850,72
johruska,0,33,11,22.86,9660,9660,9450,9450,78
johruska,33,28,14,24.54,12460,12390,12460,12390,75.5
johruska,35,32,11,26.13,10710,10710,10710,10710,76
johruska,37,37,9,31.07,9170,9170,9170,9310,79.5
johruska,39,30,10,24.17,9170,8960,8960,9170,78.5
johruska,41,31,10,23.58,8470,8330,8470,8330,76
johruska,36,30,10,28.02,10500,10430,10430,10430,76.5
johruska,47,37,13,25.61,7840,7910,7840,7910,82
johruska,55,45,13,23.66,6300,6370,6300,6510,79.5
johruska,43,36,10,25.19,8470,8330,8330,8470,75
johruska,41,35,9,24.77,8750,8680,8680,8680,81
johruska,43,36,11,28.79,8120,8120,8120,8120,78.5
johruska,39,32,10,25.93,8330,8890,8470,8890,79
johruska,46,34,10,34.47,8120,8260,8120,8120,76.5
johruska,43,33,11,23.76,8680,8540,8540,8540,77
johruska,41,37,12,30.26,10920,10920,10920,10920,79.5
johruska,43,32,9,24.12,8540,8540,8680,8680,73.5
johruska,38,30,9,14.28,8890,8960,8960,8960,75
johruska,48,39,11,22.14,6160,6160,6160,6300,79
johruska,64,46,13,24.75,6370,6370,6510,6510,78.5
johruska,35,28,9,16.08,9870,10010,10010,10010,77
akitazum,36,28,10,4.41,8750,8680,8680,8750,63.5
war94577,72,55,9,14.18,8120,8120,8050,8050,147.5
war94577,80,50,10,9.87,9310,9310,9310,9310,154
war94577,70,41,10,9.12,9310,9170,9170,9310,125.5
emilwrig,39,28,9,6.66,8470,8470,8470,8470,70
emilwrig,43,38,10,12.73,8540,8540,8540,8540,81
emilwrig,44,33,10,5.23,8890,8890,8890,8960,90.5
twixtrom,43,38,10,12.73,8540,8540,8540,8540,81
erivasqu,39,28,9,6.66,8470,8470,8470,8470,70
jagkaur,54,38,9,17.52,8960,8890,8890,8890,111
jagkaur,64,50,9,22.06,9450,9590,9450,9450,152
jagkaur,54,40,11,3.17,8890,8750,8890,8960,106
jagkaur,53,41,11,9.89,8680,8750,8680,8680,109.5
jagkaur,44,37,0,4.2,0,0,0,0,100.5
jagkaur,58,48,11,10.39,8680,8540,8540,8540,112.5
jagkaur,46,36,9,10.36,8680,8680,8680,8680,110
jagkaur,42,37,9,22.09,9380,9310,9310,9380,103.5
jagkaur,43,38,11,3.54,9380,9380,9310,9310,104.5
jagkaur,54,42,11,11.47,8680,8540,8540,8540,104.5
jagkaur,67,55,14,26.68,7000,7000,7000,7070,113
jagkaur,55,44,9,2.58,9170,9170,9170,9170,107.5
jagkaur,80,55,10,33.43,9310,9100,9170,9170,169
jagkaur,43,35,9,2.81,10220,10290,10290,10290,109.5
jagkaur,69,50,9,18.8,8890,8960,8750,8960,165.5
svaca,39,28,9,6.66,8470,8470,8470,8470,70
bjayee,43,35,9,2.81,10220,10290,10290,10290,109.5
bjayee,51,41,17,5.33,9310,9380,9310,9380,109.5
nramanat,39,28,9,6.66,8470,8470,8470,8470,70
kafroz,80,52,10,7.72,9170,9170,9170,9170,158.5
kafroz,79,47,9,6.26,9380,9310,9310,9380,147
kafroz,83,44,9,18.25,9450,9450,9450,9450,159.5
kafroz,75,59,10,4.29,8540,8540,8540,8540,154
kafroz,75,49,10,22.48,10500,10430,10500,10430,159.5
bdankesr,75,54,10,16.66,9310,9310,9170,9170,154.5
bdankesr,80,52,10,7.72,9170,9170,9170,9170,158.5
bdankesr,79,47,9,6.26,9380,9310,9310,9380,147
bdankesr,83,44,9,18.25,9450,9450,9450,9450,159.5
bdankesr,75,59,10,4.29,8540,8540,8540,8540,154
bdankesr,75,49,10,22.48,10500,10430,10500,10430,159.5
janfisch,76,50,9,25.74,8750,8680,8680,8680,167
edgardga,63,46,10,11.33,9170,9170,9310,9170,144.5
edgardga,69,50,9,18.8,8890,8960,8750,8960,165.5
rmanser,79,54,9,19.36,9170,9170,9310,9170,163
rmanser,76,50,9,25.74,8750,8680,8680,8680,167
rmanser,69,50,9,18.8,8890,8960,8750,8960,165.5
rmanser,78,58,9,17.93,8960,8960,8960,8890,165.5
rmanser,81,50,9,24.47,9380,9450,9450,9380,160.5
rmanser,77,53,10,36.61,9450,9450,9450,9450,164
rmanser,68,52,10,21.86,9170,9310,9310,9310,155
rmanser,83,55,14,18.8,9590,9590,9590,9450,164.5
rmanser,79,50,9,19.62,9170,9170,9170,9170,167
rmanser,77,50,16,25.15,11130,11130,11130,11130,165.5
rmanser,81,50,9,19.84,9380,9450,9380,9450,161.5
rmanser,68,54,9,18.84,10220,10290,10290,10290,168
rmanser,78,72,9,26.49,9380,9450,9380,9450,165
rmanser,59,46,10,17.82,10430,10430,10430,10430,161.5
rmanser,73,52,9,18.01,9170,9170,9170,9170,161.5
rmanser,71,51,9,21.47,9310,9380,9310,9310,169
rmanser,76,52,9,20.67,8960,8960,8890,8960,162
rmanser,80,48,9,18.17,9310,9310,9310,9310,161
rmanser,79,63,9,18.86,9170,9170,9310,9170,162
rmanser,78,55,9,18.35,8890,8890,8890,8890,165.5
rmanser,80,58,17,17.5,9380,9310,9380,9380,166
rmanser,78,58,9,21.23,9170,9170,9170,9170,163.5
rmanser,84,51,9,19.8,9800,9800,9870,9870,172
rmanser,75,53,10,28.62,9170,9170,9170,9170,162
rmanser,76,57,10,18.16,8890,8960,8890,8890,165.5
rmanser,77,59,14,19.51,9590,9450,9590,9450,168
rmanser,69,54,10,18.72,8540,8540,8470,8540,170.5
rmanser,69,51,15,19.76,10500,10500,10500,10500,165
rmanser,74,52,11,21.48,8960,8960,8960,8960,163.5
rmanser,80,59,14,21.59,9310,9170,9310,9310,166.5
rmanser,81,53,9,22.18,9450,9380,9380,9450,164.5
rmanser,74,52,9,25.53,8540,8540,8540,8680,156.5
rmanser,74,60,9,20,8680,8540,8540,8540,166
rmanser,90,44,14,32.38,12180,12460,12180,12390,157.5
rmanser,82,52,10,19.57,9450,9450,9450,9450,164
rmanser,73,56,17,57.4,8680,8750,8750,8750,166
rmanser,78,54,9,18.36,9100,9170,9170,9170,165.5
rmanser,77,51,16,20.07,8890,8750,8890,8890,159
rmanser,70,43,9,41.11,10010,10010,10080,10080,164
rmanser,68,50,10,20.39,8750,8890,8750,8750,160.5
rmanser,84,52,10,56.7,9590,9450,9450,9590,172
rmanser,57,44,9,18.19,10290,10290,10290,10220,165
rmanser,79,47,9,17.93,9170,9170,9170,9170,156
rmanser,76,64,9,18.59,8960,8890,8960,8960,161
rmanser,77,60,10,19.61,8750,8890,8890,8890,164.5
rmanser,78,74,12,18.86,9590,9450,9590,9590,169.5
rmanser,79,62,10,19.47,9310,9310,9310,9170,166.5
rmanser,80,54,10,23.07,9170,9310,9310,9310,164.5
rmanser,72,49,9,22.95,9170,9310,9170,9170,161.5
rmanser,80,48,12,17.85,9380,9380,9380,9380,164
rmanser,75,51,10,41.91,8680,8540,8680,8750,163
rmanser,88,53,9,19.06,12250,12250,12250,12250,167
rmanser,80,54,9,19.58,9380,9310,9380,9380,160
rmanser,75,54,10,16.66,9310,9310,9170,9170,154.5
rmanser,64,50,9,22.06,9450,9590,9450,9450,152
rmanser,76,50,10,37.88,8890,8890,8890,8890,160
rmanser,66,53,9,3.92,9100,9170,9170,9100,143.5
rmanser,63,46,10,11.33,9170,9170,9310,9170,144.5
rmanser,44,37,0,4.2,0,0,0,0,100.5
rafiisla,83,72,9,8.23,9450,9590,9450,9590,158.5
rafiisla,85,51,9,8.09,9870,10010,10010,10010,159.5
rafiisla,79,60,12,5.91,8960,9100,9100,8960,155
rafiisla,75,66,9,19.36,9380,9310,9310,9310,159.5
rafiisla,77,57,15,6.74,8890,8890,8960,8890,156
rafiisla,86,66,9,7.56,10850,10850,10920,10850,160
rafiisla,83,55,11,4.84,9590,9450,9590,9590,154.5
rafiisla,65,52,9,11.58,12250,12250,12180,12250,157
rafiisla,76,65,9,5.38,9450,9450,9590,9590,158.5
rafiisla,69,53,9,3.72,10220,10290,10290,10290,155
adegbalo,57,47,11,4.79,10430,10500,10640,10500,142.5
adegbalo,64,59,0,27.64,-2147483648,-2147483648,-2147483648,-2147483648,150
adegbalo,81,49,10,4.6,9450,9450,9450,9450,151
adegbalo,71,86,16,5.38,11130,11130,11130,11130,152.5
adegbalo,63,46,10,11.33,9170,9310,9170,9170,145
adegbalo,67,54,9,3.92,9170,9170,9170,9170,143.5
adegbalo,79,47,9,6.26,9380,9310,9310,9380,147
adegbalo,75,59,11,4.29,8540,8540,8540,8540,154
adegbalo,78,48,9,7.09,8960,8890,8960,8960,143
adegbalo,63,47,8,6.27,8680,8540,8680,8540,142
adegbalo,51,42,9,5.6,10850,10850,10920,10850,143
adegbalo,67,52,9,5.39,9590,9450,9590,9590,147.5
adegbalo,79,53,10,3.3,9170,9170,9170,9170,148
adegbalo,65,49,10,16.81,8890,8890,8890,8890,149
adegbalo,69,58,11,4.16,8540,8470,8540,8540,144.5
adegbalo,72,53,10,4.98,8120,8120,8120,8120,140
adegbalo,86,42,12,5.68,12460,12460,12460,12460,158.5
adegbalo,77,47,15,8.17,8890,8890,8960,8960,145
adegbalo,86,64,9,6.37,10010,10080,10080,10080,151.5
adegbalo,64,47,10,25.85,8470,8470,8540,8540,142.5
qinyuan,43,37,10,12.73,8540,8680,8540,8540,81
qinyuan,40,32,9,27.28,9380,9450,9380,9450,86.5
qinyuan,38,31,9,26.69,10220,10220,10220,10220,84
qinyuan,44,35,10,10.52,7630,7630,7630,7630,81
qinyuan,53,42,9,6.61,5530,5530,5670,5530,77
qinyuan,62,49,9,15.53,5670,5740,5670,5880,83
qinyuan,47,36,17,26.17,8680,8750,8680,8750,91
qinyuan,44,38,12,8.84,9170,9170,9100,9310,84
hge,64,49,9,64.5,10290,10290,10290,10290,133
hge,69,44,10,65.63,8890,8890,8890,8890,146.5
hge,68,48,9,66.74,8120,8050,8050,8120,131
hge,75,46,12,65.42,9870,9870,9870,9870,151
hge,80,43,11,66.39,9660,9660,9450,9450,136
hge,57,47,10,64.74,10500,10430,10500,10500,151
hge,75,54,10,16.91,9170,9170,9170,9170,155
hge,80,52,10,8,9170,9170,9170,9170,161
hge,82,44,9,18.5,9450,9450,9590,9450,160.5
hge,74,49,10,22.58,10500,10430,10430,10430,157
jkorstia,36,28,11,8.66,9380,9450,9450,9380,67
jkorstia,53,42,9,6.61,5530,5530,5670,5530,77
ddocimo,64,44,0,55.52,0,0,0,0,164.5
ddocimo,57,45,10,48.36,9450,9450,9450,9380,146
ddocimo,72,53,11,45.9,8120,8120,8120,8120,152
ddocimo,71,55,13,51.02,7840,7910,7840,7910,149.5
nayshah,46,36,12,16.61,12460,12460,12460,12460,122
nayshah,53,46,9,4.98,10290,10290,10290,10220,127
nayshah,63,39,9,6.7,10010,10080,10080,10080,130.5
nayshah,66,49,13,5.12,9870,9870,9870,9870,134
nayshah,66,52,11,4.11,8050,8120,8120,8050,125
nayshah,58,48,9,4.01,9310,9310,9310,9310,130.5
nayshah,72,47,10,14.67,8260,8120,8120,8120,138.5
nayshah,43,36,11,3.87,5740,5740,5740,5740,61.5
nayshah,74,49,10,5.75,8540,8540,8540,8540,132
nayshah,65,45,10,4.81,9170,9310,9310,9170,129
nayshah,57,43,10,3.48,8540,9100,8680,9100,129.5
nayshah,53,40,9,2.64,8960,8960,8960,8890,125.5
nayshah,72,47,9,9.46,8470,8470,8330,8470,127.5
nayshah,58,54,10,9.59,8960,8890,8960,8890,128.5
nayshah,73,46,11,3.74,8260,8260,8120,8260,132
nayshah,58,41,0,14.04,0,0,0,0,133
nayshah,71,53,9,5.16,7910,7910,7910,7910,128.5
nayshah,44,34,11,4.72,5740,5740,5740,5740,64
nayshah,59,43,14,3.89,10500,10430,10500,10500,132
nayshah,66,43,9,4.3,8890,8960,8960,8960,129
nayshah,73,50,10,4.74,8260,8260,8260,8260,127.5
nayshah,71,56,11,6.4,8120,8120,8120,8120,134
nayshah,52,42,9,7.01,8960,8960,9100,8890,124
nayshah,69,51,15,12.65,8890,8890,8890,8890,134.5
nayshah,74,47,9,6.67,8470,8470,8470,8470,132
nayshah,65,50,10,4.51,8470,8540,8540,8540,129.5
nayshah,58,60,16,12.39,8890,8890,8890,8890,128.5
nayshah,0,52,16,5.7,8890,8890,8890,8890,137
nayshah,51,46,9,6.21,9310,9310,9310,9170,126.5
nayshah,62,46,15,8.21,8540,8540,8540,8680,127
nayshah,59,41,9,20.63,9590,9450,9590,9450,131
nayshah,65,48,11,20.92,8890,8890,8890,8960,136
nayshah,75,54,17,4.9,8680,8750,8750,8750,137.5
nayshah,62,51,15,4.34,8960,8890,8890,8960,127
nayshah,69,44,10,20.58,8680,8540,8750,8470,130.5
nayshah,0,0,0,4.02,0,0,0,0,126.5
nayshah,60,47,9,4.64,8330,8330,8330,8470,123.5
nayshah,67,56,11,3.84,10430,10500,10640,10500,135
nayshah,67,50,15,4.53,8540,8540,8680,8680,135.5
nayshah,62,49,10,4.54,8750,8680,8750,8750,138
nayshah,65,45,10,6.91,8260,8260,8260,8260,130
nayshah,70,45,12,32.04,9170,9310,9100,9310,139
nayshah,79,53,10,4.5,9170,9170,9170,9170,135.5
nayshah,74,47,10,4.66,8540,8540,8540,8540,136
nayshah,60,43,9,4.3,8960,8890,8960,8890,134
nayshah,71,46,10,13.37,8890,8960,8890,8890,139
nayshah,72,51,16,7.9,8890,8890,8890,8890,132
nayshah,62,49,10,11.13,9310,9380,9380,9310,133.5
nayshah,67,48,9,4.49,8120,8120,8120,8050,129
nayshah,72,46,11,4.6,8120,8120,8120,8120,127
nayshah,73,52,13,5.47,8470,8470,8470,8330,133.5
nayshah,64,48,9,5.41,8960,8890,8960,8960,130.5
nayshah,62,48,9,3.95,9870,9870,9870,9870,131
nayshah,52,38,11,4.12,10500,10500,10500,10500,129
nayshah,56,46,9,5.37,9170,9170,9310,9170,129.5
nayshah,50,40,12,5.21,9870,9870,10010,9870,122
nayshah,68,52,9,4.21,8540,8540,8680,8680,127.5
nayshah,72,53,9,11.13,8050,8120,8120,8050,136
nayshah,80,47,11,4.72,9380,9450,9450,9380,136
nayshah,73,49,10,18.84,8470,8470,8330,8330,131.5
fazhussa,55,59,9,29.96,10290,10290,10290,10290,158.5
fazhussa,86,61,9,19.3,10290,10290,10290,10290,164.5
fazhussa,67,52,9,13.56,8540,8540,8680,8470,162
fazhussa,77,57,11,13.31,8960,8960,8960,8890,172.5
fazhussa,68,51,9,15.14,9310,9170,9170,9170,162
fazhussa,74,50,8,14.19,8540,8540,8540,8540,159
fazhussa,78,50,10,20.49,9170,9170,9170,9100,163
fazhussa,75,54,10,14.7,9310,9170,9170,9310,161.5
fazhussa,77,54,9,12.53,8960,8960,8960,8890,161.5
fazhussa,72,53,9,13.92,8120,8120,8050,8120,162.5
fazhussa,72,54,12,13.34,9590,9450,9590,9590,165.5
fazhussa,84,61,12,14.23,9870,9870,10010,9870,163
fazhussa,77,52,10,14.49,8890,8960,8890,8890,164
fazhussa,48,43,9,7.84,9310,9170,9310,9170,109.5
fazhussa,71,49,10,14.24,10430,10430,10290,10430,163.5
fazhussa,76,53,9,13.55,9310,9310,9310,9170,165
fazhussa,77,55,10,17.8,8890,8960,8960,8960,158
fazhussa,82,48,11,31.06,9660,9660,9450,9450,162
fazhussa,72,52,12,32.59,9380,9380,9380,9380,161.5
fazhussa,75,55,11,14.54,8680,8750,8680,8750,159.5
fazhussa,0,0,0,12.54,0,0,0,0,
fazhussa,78,51,10,14.2,8960,9170,8960,8960,163
fazhussa,78,50,9,15.16,9170,9170,9100,9100,164
fazhussa,74,56,12,16.84,8540,8540,8540,8540,164.5
fazhussa,68,49,10,13.22,9450,9450,9450,9450,156.5
fazhussa,71,53,10,14.47,9310,9310,9310,9310,164.5
fazhussa,80,54,10,14.76,9170,9310,9310,9310,166
fazhussa,81,53,11,14.38,9450,9450,9450,9450,167
fazhussa,75,55,8,13.06,8960,8960,8960,8960,163.5
mdmia,40,32,9,27.28,9380,9450,9380,9450,86.5
mdmia,41,34,13,34.55,8680,8680,8680,8680,72
shahrahm,75,43,9,5.94,8680,8680,8680,8680,132
shahrahm,76,56,9,5.6,9870,9870,9870,9870,144.5
shahrahm,65,53,9,9.73,8120,8050,8050,8050,131.5
shahrahm,75,55,11,57.5,8680,8540,8680,8540,146
shahrahm,66,48,10,4.24,8960,8960,8960,8960,140
shahrahm,72,50,9,5.9,8120,8120,8120,8120,142
shahrahm,49,38,11,5.62,5740,5740,5740,5740,70.5
shahrahm,62,48,16,7.49,11130,11130,11130,11130,131.5
shahrahm,69,54,10,4.46,7490,7490,7490,7490,133.5
shahrahm,65,76,10,6.01,8750,8750,8750,8750,132.5
stalukde,63,44,9,4.01,10290,10290,10290,10290,128
stalukde,47,39,9,8.37,9450,9590,9450,9590,122.5
stalukde,55,43,10,18.23,8120,8260,8260,8260,126
stalukde,63,47,10,10.38,8680,8680,8680,8680,130
stalukde,65,50,11,4.25,8960,8960,8960,8890,128.5
stalukde,71,53,14,5.81,9310,9170,9310,9310,134
stalukde,69,49,11,5.25,8120,8120,8120,8120,130.5
stalukde,57,46,11,4.72,8890,8890,8890,8960,130.5
stalukde,77,46,11,4.57,8890,8890,8890,8960,129.5
stalukde,53,52,0,5.48,0,0,0,0,130.5
stalukde,76,43,9,24.87,9100,9170,9170,9170,121
stalukde,62,47,10,8.8,9170,9170,9170,9170,124
stalukde,58,44,9,5.37,8750,8750,8680,8680,129
stalukde,61,44,9,7.83,8680,8680,8680,8680,133
stalukde,59,43,9,4.49,8890,9170,8960,8890,120.5
stalukde,72,54,9,4.88,8470,8470,8470,8470,128.5
stalukde,57,44,9,9.25,8960,8960,8960,8890,125
stalukde,54,44,17,11.86,9310,9380,9380,9450,122.5
stalukde,71,52,12,6.65,7910,7910,7840,7910,126
stalukde,63,45,9,12.63,9170,9170,9310,9170,123.5
stalukde,51,42,9,4.64,9310,9170,9310,9170,124
stalukde,74,47,10,4.57,8470,8330,8470,8470,123
stalukde,56,46,10,4.99,9170,9170,9170,9170,127.5
stalukde,71,50,11,7.75,8050,8120,8050,8050,123.5
stalukde,70,50,10,6.56,7630,7630,7630,7630,123
stalukde,71,46,12,5.12,8260,8260,8120,8260,128.5
stalukde,59,50,11,17.43,8260,8260,8120,8260,122.5
stalukde,61,45,9,6.23,7910,7910,7910,7840,121.5
stalukde,58,44,10,15.86,8680,8890,8680,8890,121.5
stalukde,67,56,10,10.94,8120,8050,8120,8120,127.5
esowell,41,29,9,18.14,8680,8540,8540,8540,73.5
esowell,34,28,14,24.4,12040,12040,12180,11970,77.5
esowell,0,33,11,22.85,9660,9660,9450,9450,79
esowell,46,36,10,16.21,7490,7490,7490,7490,87
esowell,32,28,11,20.87,9660,9660,9450,9590,70
esowell,34,25,11,9.98,10640,10640,10710,10640,68.5
esowell,37,29,11,17.96,9450,9450,9450,9450,71.5
esowell,46,36,12,11.93,8540,8540,8540,8540,89.5
esowell,34,27,10,8.42,9170,9310,9170,9170,65
esowell,34,26,10,11.11,9170,9170,9170,9310,72
esowell,44,35,10,10.52,7630,7630,7630,7630,81
esowell,34,25,9,12.86,12390,12390,12250,12390,71.5
esowell,36,30,11,12.35,8050,8120,8120,8120,67
esowell,36,28,11,8.66,9380,9450,9450,9380,67
esowell,43,33,10,23.72,8540,8540,8680,8540,78.5
esowell,37,29,13,11.09,8470,8470,8470,8330,70
esowell,35,27,9,6.25,9170,9170,9170,9170,67
esowell,35,28,9,8.28,9310,9310,9310,9310,65.5
esowell,33,26,12,9.12,11060,10920,10920,10920,70.5
esowell,39,30,9,7.39,8960,8890,8890,8960,69.5
esowell,35,30,11,7.59,10710,10710,10710,10710,73.5
esowell,33,26,11,9.59,9450,9450,9450,9450,66.5
esowell,37,30,10,5.09,8540,9450,8680,8540,68.5
esowell,39,29,11,7.65,8120,8120,8120,8120,69
esowell,39,30,11,6.96,8680,8750,8680,8750,68
esowell,39,30,11,6.82,8890,8890,8960,8890,68.5
esowell,43,35,15,8.32,7070,7210,7210,7210,66.5
esowell,34,28,8,25.48,8540,8540,8680,8540,67.5
esowell,36,29,8,7.36,8540,8540,8680,8540,66.5
esowell,33,28,9,6.75,10290,10290,10220,10220,66.5
esowell,42,32,15,7.28,8960,8890,8960,8960,71
esowell,35,29,9,7.44,10710,9660,10710,9870,70
esowell,36,27,10,10.66,8120,8120,8260,8120,67
esowell,37,33,16,51.22,8890,8890,8890,8890,72
esowell,36,31,9,6.4,8680,8680,8680,8680,70
esowell,30,26,11,8.53,10710,10640,10710,10640,65.5
esowell,37,27,10,7.01,8680,8680,8680,8680,68.5
esowell,37,30,9,6.8,8120,8120,8120,8050,67.5
esowell,32,27,13,7.41,8330,8470,8470,8330,68.5
esowell,36,30,11,16.93,9380,9450,9450,9380,70
esowell,40,32,10,11.75,8540,8540,8540,8680,69
esowell,33,27,9,8.19,8890,8960,8960,8960,71
esowell,38,29,9,7.59,9870,9870,9870,9800,70
esowell,36,27,9,11.62,9590,9450,9590,9590,72.5
esowell,34,23,12,32.91,12460,12460,12460,12460,67.5
esowell,39,28,10,10.8,8540,8680,8540,8540,65.5
esowell,34,26,10,6.26,9170,9170,9100,9100,72
esowell,36,29,9,6.84,7840,7910,7910,7910,67
esowell,38,30,10,7.37,9310,9380,9310,9380,66
esowell,44,36,14,20.34,9310,9310,9170,9310,79.5
esowell,36,27,10,6.84,8960,8960,8890,8890,68.5
esowell,40,32,10,7.72,8540,8540,8540,8540,67.5
esowell,38,29,10,7.53,8750,8680,8750,8750,68
esowell,37,25,13,7.19,8680,8680,8680,8680,56
esowell,37,29,10,6.57,9170,9170,9170,9170,65
esowell,39,30,11,8.79,8050,8120,8050,8120,71
esowell,36,29,9,7.62,9170,9170,9310,9170,68
esowell,41,31,10,6.95,8470,8330,8330,8330,66.5
esowell,38,29,10,6.88,8750,8680,8750,8680,66
esowell,37,27,9,9.05,9380,9450,9380,9450,66
esowell,42,32,15,8.06,8540,8540,8540,8680,66.5
esowell,39,31,9,9.96,8960,8960,8890,8960,68.5
esowell,37,27,10,6.76,7630,7630,7630,7700,67.5
esowell,40,32,11,8.59,9380,9450,9310,9450,72
