feature_name,0,2,3
Fan2 speed,0.11335641838359235,0.49576858457810313,0.09465640350770707
Fan1 speed,0.1293366741427718,0.6259085839780149,0.06637709347091371
Fan4 speed,0.04622944865656561,1.0589038639303883,0.014979785485655647
Fan3 speed,1.6646794784659693,1.5453278786455158,0.023405719490320123
Inlet Temp,0.5857446559250635,8.179675278092287,1.3887327711753756
Memory usage,7.045405816661848,7.282905034654887,9.099293984863689
Power consumption,20.209728046634837,28.95277032180669,19.044154192063797
CPU2 Temp,52.43648717577899,16.339251299132467,47.741256801975446
CPU1 Temp,85.51617919113308,24.61758046850277,100.20705480939549
