feature_name,0,2,3
Inlet Temp,2.962972281252599,0.7013437811981662,0.005816274720366305
Fan3 speed,0.5908037935980258,4.826259146284347,0.9316203611697751
Fan1 speed,6.1971355516897555,1.7976612555097995,9.938815780518361
Fan2 speed,15.313829106063352,1.933484249666163,3.8247120596662203
Fan4 speed,13.804095496172646,6.6977281892175355,2.5923888591820337
Power consumption,3.090210677235582,20.127284969376745,5.380016418685778
Memory usage,19.19239275743414,7.969348013823794,6.169464348117592
CPU2 Temp,34.02408586235592,7.804423391333277,46.23064630488703
CPU1 Temp,63.04305288276042,21.304289585312713,94.06352270912699
