feature_name,0,2
Fan2 speed,1.1861352299009573e-05,1.1861352299009573e-05
CPU1 Temp,0.00010398423230017573,0.00010398423230017573
Fan4 speed,0.0001594862076342526,0.0001594862076342526
Fan3 speed,0.00023471259741196374,0.00023471259741196374
CPU2 Temp,0.08584858536107033,0.08584858536107033
Fan1 speed,0.1104009795271109,0.1104009795271109
Power consumption,0.15726498655806256,0.15726498655806256
Memory usage,0.45192439687836833,0.45192439687836833
Inlet Temp,0.6604531571516477,0.6604531571516477
