feature_name,0,2,4
Fan2 speed,0.7866722304074983,2.491311931027812,2.8839211022806386
Fan1 speed,0.47030185307555367,2.8026035853392597,4.121771097677071
Fan3 speed,0.30071511712353083,3.526395666983458,3.7425345178405074
CPU2 Temp,4.004236678993478,4.826672147097035,1.974804273946187
Fan4 speed,0.24455417957080175,5.066645112700835,6.003159309788373
CPU1 Temp,10.004921661105646,5.674797497240106,7.344623632227543
Power consumption,35.251972855200925,7.060405206827869,4.615815952705825
Inlet Temp,7.952450059061019,31.879369538144644,34.018547959098015
Memory usage,24.406804831771236,91.71029054978344,93.30224670855509
