feature_name,0,2
Fan2 speed,1.2190931421816875e-07,1.2190931421816875e-07
Fan3 speed,2.1680715111774967e-06,2.1680715111774967e-06
Fan4 speed,3.792456696094515e-05,3.792456696094515e-05
Inlet Temp,0.00011205665085988522,0.00011205665085988522
Fan1 speed,0.003557718767438319,0.003557718767438319
Memory usage,0.19474250857682524,0.19474250857682524
CPU1 Temp,0.19975936249063683,0.19975936249063683
Power consumption,0.2664220298904483,0.2664220298904483
CPU2 Temp,1.652108406486418,1.652108406486418
