feature_name,0,2
Inlet Temp,9.578266714927591e-10,9.578266714927591e-10
Fan3 speed,1.3935825423326553e-09,1.3935825423326553e-09
Fan1 speed,7.496738175117451e-09,7.496738175117451e-09
Fan4 speed,1.1265580195391617e-06,1.1265580195391617e-06
Memory usage,0.0007159643494279678,0.0007159643494279678
Fan2 speed,0.008185774113297496,0.008185774113297496
CPU1 Temp,0.3736137813115811,0.3736137813115811
Power consumption,0.38094417213166204,0.38094417213166204
CPU2 Temp,1.6320555162315724,1.6320555162315724
