feature_name,0,2,3,4
Fan1 speed,2.138902332882224,3.3166258154683566,0.5498835248250701,1.3747096935783605
Fan3 speed,5.37177379569934,5.595914655231402,2.2665988144756546,0.1510181921039879
Inlet Temp,2.7539093840787414,3.3427778997013498,5.864314735576981,1.5225657024069297
Fan4 speed,10.817960989709311,1.783425322670336,9.92576615182755,0.02193816279618959
CPU2 Temp,4.45989814522114,2.891014273757528,8.115715393997737,9.303904987684227
Fan2 speed,17.969273709213336,16.302715622367288,5.7476877743670665,0.37161330341188903
CPU1 Temp,29.433931474699826,45.01673301812684,9.87081783999847,26.218160596263928
Power consumption,26.01487953256723,1.838378593752044,85.60323509205884,10.17088577069116
Memory usage,57.47332707270552,36.74474924258724,42.04470330918989,30.5501585760636
