timestamp,192.168.13.108.443-CPU1TempTemperatureReading-TemperatureReading,192.168.13.108.443-CPU2TempTemperatureReading-TemperatureReading,192.168.13.108.443-CUPSSystemUsage-CPUUsage,192.168.13.108.443-CUPSSystemUsage-MemoryUsage,192.168.13.108.443-DIMMSocketA1TemperatureReading-TemperatureReading,192.168.13.108.443-DIMMSocketA2TemperatureReading-TemperatureReading,192.168.13.108.443-DIMMSocketA3TemperatureReading-TemperatureReading,192.168.13.108.443-DIMMSocketA4TemperatureReading-TemperatureReading,192.168.13.108.443-DIMMSocketA5TemperatureReading-TemperatureReading,192.168.13.108.443-DIMMSocketA6TemperatureReading-TemperatureReading
2020-03-23T16:57:33.223000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:33.413000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:33.593000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:33.709000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:33.816000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:33.937000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:34.083000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:34.217000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:34.357000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:34.476000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:34.587000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:34.695000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:34.817000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:35.024000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:35.205000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:35.369000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:35.485000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:35.612000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:35.731000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:35.839000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:35.963000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:36.096000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:36.221000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:36.381000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:36.501000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:36.622000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:36.741000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:36.878000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:37.038000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:37.187000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:37.337000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:37.462000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:37.589000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:37.709000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:37.819000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:37.948000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:38.103000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:38.241000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:38.396000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:38.572000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:38.714000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:38.822000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:38.944000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:39.091000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:39.229000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:39.384000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:39.506000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:39.660000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:39.820000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:39.927000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:40.052000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:40.197000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:40.354000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:40.559000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:40.760000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:40.883000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:40.995000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:41.120000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:41.275000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:41.406000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:41.570000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:41.684000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:41.824000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:41.988000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:42.225000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:42.529000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:42.741000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:42.876000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:43.003000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:43.110000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:43.219000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:43.320000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:43.321000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:43.448000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:43.662000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:43.828000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:43.948000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:44.062000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:44.181000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:44.294000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:44.426000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:44.560000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:44.711000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:44.841000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:44.971000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:45.087000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:45.201000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:45.308000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:45.468000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:45.600000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:45.713000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:45.826000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:45.946000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:46.058000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:46.166000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:46.288000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:46.421000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:46.541000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:46.664000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:46.771000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:46.878000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:46.979000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:47.099000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:47.236000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:47.367000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:47.496000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:47.607000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:47.721000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:47.722000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:47.830000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:47.930000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:48.048000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:48.174000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:48.314000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:48.443000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:48.549000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:48.668000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:48.827000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:49.018000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:49.154000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:49.304000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:49.449000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:49.559000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:49.678000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:49.784000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:49.886000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:50.008000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:50.134000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:50.256000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:50.257000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:50.377000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:50.596000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:50.743000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:50.878000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:50.998000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:51.122000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:51.251000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:51.253000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:51.382000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:51.497000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:51.617000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:51.730000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:51.838000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:51.980000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:52.111000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:52.237000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:52.366000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:52.494000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:52.611000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:52.717000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:52.879000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:53.017000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:53.145000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:53.266000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:53.372000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:53.486000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:53.601000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:53.703000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:53.834000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:54.043000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:54.184000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:54.305000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:54.412000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:54.528000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:54.629000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:54.749000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:54.874000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:54.997000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:55.118000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:55.227000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:55.338000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:55.445000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:55.576000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:55.701000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:55.829000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:55.952000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:56.072000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:56.177000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:56.286000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:56.387000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:56.514000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:56.515000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:56.649000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:56.793000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:56.947000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:57.058000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:57.168000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:57.282000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:57.388000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:57.515000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:57.641000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:57.764000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:57.892000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:58.002000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:58.113000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:58.225000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:58.349000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:58.476000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:58.601000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:58.743000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:58.850000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:58.964000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:59.085000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:59.207000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:59.338000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:59.463000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:59.601000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:59.727000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:59.839000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:57:59.969000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:00.072000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:00.193000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:00.321000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:00.448000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:00.582000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:00.723000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:00.876000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:00.990000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:01.117000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:01.242000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:01.367000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:01.494000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:01.621000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:01.727000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:01.838000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:01.944000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:02.068000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:02.199000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:02.333000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:02.463000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:02.579000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:02.690000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:02.804000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:02.912000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:03.036000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:03.037000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:03.162000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:03.284000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:03.416000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:03.540000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:03.648000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:03.752000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:03.874000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:03.875000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:04.005000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:04.173000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:04.342000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:04.470000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:04.599000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:04.709000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:04.816000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:04.952000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:05.081000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:05.205000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:05.375000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:05.483000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:05.654000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:05.895000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:06.093000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:06.275000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:06.457000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:06.636000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:06.744000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:06.858000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:06.971000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:07.079000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:07.205000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:07.359000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:07.507000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:07.617000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:07.725000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:07.832000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:07.940000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:08.047000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:08.162000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:08.311000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:08.437000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:08.565000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:08.700000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:08.829000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:08.957000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:09.071000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:09.176000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:09.299000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:09.479000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:09.694000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:09.814000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:09.919000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:10.027000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:10.131000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:10.250000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:10.386000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:10.519000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:10.657000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:10.796000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:10.909000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:11.027000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:11.128000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:11.248000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:11.373000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:11.500000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:11.637000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:11.755000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:11.868000000Z,32,36,0,0,23,23,23,24,24,24
2020-03-23T16:58:11.977000000Z,32,36,0,0,23,23,23,24,24,24
