timestamp,192.168.13.108.443-CPU1TempTemperatureReading-TemperatureReading,192.168.13.108.443-CPU2TempTemperatureReading-TemperatureReading,192.168.13.108.443-CUPSSystemUsage-CPUUsage,192.168.13.108.443-CUPSSystemUsage-MemoryUsage,192.168.13.108.443-CUPSSystemUsage-SystemUsage,192.168.13.108.443-Fan1RPMReading-RPMReading,192.168.13.108.443-Fan2RPMReading-RPMReading,192.168.13.108.443-Fan3RPMReading-RPMReading,192.168.13.108.443-Fan4RPMReading-RPMReading,192.168.13.108.443-Fan5RPMReading-RPMReading,192.168.13.108.443-Fan6RPMReading-RPMReading,192.168.13.108.443-DIMMSocketA1TemperatureReading-TemperatureReading,192.168.13.108.443-DIMMSocketA2TemperatureReading-TemperatureReading,192.168.13.108.443-DIMMSocketA3TemperatureReading-TemperatureReading,192.168.13.108.443-DIMMSocketA4TemperatureReading-TemperatureReading,192.168.13.108.443-DIMMSocketA5TemperatureReading-TemperatureReading,192.168.13.108.443-DIMMSocketA6TemperatureReading-TemperatureReading,192.168.13.108.443-PowerMetricsTotalStoragePower-SystemPowerConsumption,192.168.13.108.443-PowerMetricsTotalStoragePower-TotalCPUPower,192.168.13.108.443-PowerMetricsTotalStoragePower-TotalMemoryPower,192.168.13.108.443-PowerMetricsTotalStoragePower-TotalStoragePower
2020-03-30T13:14:58.089000000Z,59,67,98,15,88,10320,10560,10320,10080,10440,10320,26,25,26,29,28,27,291,310,12,24.54492188
2020-03-30T13:15:03.096000000Z,59,67,98,15,88,10320,10560,10320,10080,10440,10320,26,26,26,29,28,27,291,310,12,24.54492188
2020-03-30T13:15:03.239000000Z,59,67,98,15,88,10320,10560,10320,10080,10440,10320,26,26,26,29,28,27,291,310,12,24.54492188
2020-03-30T13:15:03.394000000Z,63,70,98,15,88,10320,10560,10320,10080,10440,10320,26,26,26,29,28,27,291,310,12,24.54492188
2020-03-30T13:15:03.499000000Z,63,70,98,15,88,10320,10560,10320,10080,10440,10320,26,26,26,29,28,27,291,310,12,24.54492188
2020-03-30T13:15:03.628000000Z,63,70,98,15,88,10320,10560,10320,10080,10440,10320,26,26,26,29,28,27,291,310,12,24.54492188
2020-03-30T13:15:13.234000000Z,63,70,98,15,88,10320,10560,10320,10080,10440,10320,26,26,26,29,28,27,291,310,12,24.54492188
2020-03-30T13:15:13.385000000Z,63,70,98,15,88,10320,10560,10320,10080,10440,10320,26,26,26,29,28,27,292,315,12,25.42578125
2020-03-30T13:15:13.536000000Z,63,70,98,15,88,10320,10560,10320,10080,10440,10320,26,26,26,29,28,27,292,315,12,25.42578125
2020-03-30T13:15:18.119000000Z,63,70,98,15,88,10320,10560,10320,10080,10440,10320,26,26,26,29,28,27,292,315,12,25.42578125
2020-03-30T13:15:18.267000000Z,63,70,98,15,88,10320,10560,10320,10080,10440,10320,26,26,26,29,28,27,292,315,12,25.42578125
2020-03-30T13:15:28.127000000Z,63,70,98,15,88,10320,10560,10320,10080,10440,10320,26,26,26,29,28,27,292,315,12,25.42578125
2020-03-30T13:15:28.254000000Z,63,70,98,15,88,10320,10560,10320,10080,10440,10320,26,26,26,29,28,27,292,315,12,25.42578125
2020-03-30T13:15:58.246000000Z,63,70,98,15,88,10320,10320,10320,10080,10320,10320,26,26,26,29,28,27,292,315,12,25.42578125
2020-03-30T13:16:03.241000000Z,63,70,98,15,88,10320,10320,10320,10080,10320,10320,26,25,26,30,28,28,292,315,12,25.42578125
2020-03-30T13:16:03.497000000Z,49,51,98,15,88,10320,10320,10320,10080,10320,10320,26,25,26,30,28,28,292,315,12,25.42578125
2020-03-30T13:16:03.603000000Z,49,51,98,15,88,10320,10320,10320,10080,10320,10320,26,25,26,30,28,28,292,315,12,25.42578125
2020-03-30T13:16:03.705000000Z,49,51,98,15,88,10320,10320,10320,10080,10320,10320,26,25,26,30,28,28,292,315,12,25.42578125
2020-03-30T13:16:08.211000000Z,49,51,2,0,2,10320,10320,10320,10080,10320,10320,26,25,26,30,28,28,292,315,12,25.42578125
2020-03-30T13:16:13.328000000Z,49,51,2,0,2,10320,10320,10320,10080,10320,10320,26,25,26,30,28,28,292,315,12,25.42578125
2020-03-30T13:16:13.609000000Z,49,51,2,0,2,10320,10320,10320,10080,10320,10320,26,25,26,30,28,28,292,315,12,25.42578125
