timestamp,10.150.3.100.443-SystemAggregateCUPS-CpuCupsLastDayAvg,10.150.3.100.443-SystemAggregateCUPS-CpuCupsLastDayMax,10.150.3.100.443-SystemAggregateCUPS-CpuCupsLastWeekAvg,10.150.3.100.443-SystemAggregateCUPS-CpuCupsLastWeekMax,10.150.3.100.443-SystemAggregateCUPS-IoCupsLastDayMax,10.150.3.100.443-SystemAggregateCUPS-IoCupsLastWeekMax,10.150.3.100.443-SystemAggregateCUPS-MemCupsLastDayMax,10.150.3.100.443-SystemAggregateCUPS-MemCupsLastWeekMax,10.150.3.100.443-SystemAggregateCUPS-SystemCupsLastDayAvg,10.150.3.100.443-SystemAggregateCUPS-SystemCupsLastDayMax,10.150.3.100.443-SystemAggregateCUPS-SystemCupsLastWeekAvg,10.150.3.100.443-SystemAggregateCUPS-SystemCupsLastWeekMax,10.150.3.100.443-FAN1A-CurrentReading,10.150.3.100.443-FAN1B-CurrentReading,10.150.3.100.443-FAN2A-CurrentReading,10.150.3.100.443-FAN2B-CurrentReading,10.150.3.100.443-FAN3A-CurrentReading,10.150.3.100.443-FAN3B-CurrentReading,10.150.3.100.443-FAN4A-CurrentReading,10.150.3.100.443-FAN4B-CurrentReading,10.150.3.100.443-PS1Status-InputVoltage,10.150.3.100.443-PS2Status-InputVoltage,10.150.3.100.443-PS1Voltage1-CurrentReading,10.150.3.100.443-PS2Voltage2-CurrentReading,10.150.3.100.443-CPU1Temp-CurrentReading,10.150.3.100.443-CPU2Temp-CurrentReading,10.150.3.100.443-InletTemp-CurrentReading
2019-07-12T19:42:00.005000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9460,7654,9460,7654,9546,7568,9460,7654,208,208,208,208,34,34,20
2019-07-12T19:42:30.008000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9460,7654,9460,7568,9460,7654,208,208,208,208,34,34,20
2019-07-12T19:43:00.014000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9374,7654,9460,7568,9460,7654,208,208,208,208,34,34,21
2019-07-12T19:43:30.007000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9374,7654,9460,7568,9460,7654,208,208,208,208,34,34,21
2019-07-12T19:44:00.008000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9374,7654,9460,7568,9460,7654,208,208,208,208,34,34,21
2019-07-12T19:44:30.008000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9460,7654,9460,7568,9460,7654,208,208,208,208,34,34,21
2019-07-12T19:45:00.014000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9374,7654,9460,7568,9460,7654,208,208,208,208,34,34,21
2019-07-12T19:45:30.007000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9374,7654,9460,7568,9460,7654,208,208,208,208,34,34,20
2019-07-12T19:46:00.008000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9374,7654,9460,7568,9460,7654,208,208,208,208,34,34,20
2019-07-12T19:46:30.011000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9460,7568,9460,7654,9460,7568,9460,7654,208,208,208,208,34,35,21
2019-07-12T19:47:00.013000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9460,7654,9460,7568,9460,7654,206,208,206,206,34,34,21
2019-07-12T19:47:30.007000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9460,7568,9460,7654,9460,7568,9460,7654,206,208,206,206,34,34,21
2019-07-12T19:48:00.011000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9460,7568,9374,7654,9460,7568,9460,7654,206,206,206,206,34,34,21
2019-07-12T19:48:30.008000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9460,7568,9460,7740,9460,7740,9460,7740,206,206,206,208,34,34,21
2019-07-12T19:49:00.013000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9460,7654,9460,7568,9374,7654,208,208,208,206,34,34,21
2019-07-12T19:49:30.012000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9460,7654,9460,7568,9460,7654,206,206,206,206,34,34,21
2019-07-12T19:50:00.013000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7654,9460,7654,9460,7568,9374,7654,206,206,206,206,34,34,21
2019-07-12T19:50:30.003000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7654,9460,7654,9460,7654,9460,7654,206,206,206,208,34,34,21
2019-07-12T19:51:00.016000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9460,7654,9460,7568,9374,7654,206,208,206,206,34,34,21
2019-07-12T19:52:00.011000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9460,7654,9460,7568,9460,7654,206,208,206,206,34,35,21
2019-07-12T19:52:30.008000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9460,7654,9460,7568,9460,7654,206,206,206,206,35,35,21
2019-07-12T19:53:00.002000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7654,9374,7654,9460,7568,9460,7654,206,206,206,206,35,35,21
2019-07-12T19:54:00.008000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9374,7654,9374,7568,9460,7654,206,206,206,206,34,34,21
2019-07-12T19:54:30.009000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7654,9374,7654,9374,7568,9460,7654,206,206,206,206,34,34,21
2019-07-12T19:55:00.011000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9374,7654,9460,7568,9460,7654,206,206,206,206,35,35,21
2019-07-12T19:55:30.012000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9460,7654,9460,7568,9460,7654,206,206,206,206,35,35,21
2019-07-12T19:56:00.013000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9460,7654,9460,7568,9460,7654,206,206,206,206,35,35,21
2019-07-12T19:56:30.003000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7568,9374,7654,9460,7568,9460,7654,206,206,206,206,35,35,21
2019-07-12T19:57:00.003000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9460,7568,9460,7654,9460,7654,9460,7654,206,206,206,206,35,35,21
2019-07-12T19:57:30.008000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9460,7568,9460,7654,9460,7654,9460,7654,206,206,206,206,34,34,21
2019-07-12T19:58:00.007000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7654,9460,7654,9460,7654,9460,7654,206,206,206,206,35,34,21
2019-07-12T19:58:30.002000000Z,4,98,3,98,9,9,70,70,5,99,2,99,9374,7654,9460,7654,9460,7568,9460,7654,206,206,206,206,35,35,21
