"time","CPU2_Temp | cpu-23-1","CPU2_Temp | cpu-23-10","CPU2_Temp | cpu-23-11","CPU2_Temp | cpu-23-12","CPU2_Temp | cpu-23-13","CPU2_Temp | cpu-23-14","CPU2_Temp | cpu-23-17","CPU2_Temp | cpu-23-18","CPU2_Temp | cpu-23-19","CPU2_Temp | cpu-23-2","CPU2_Temp | cpu-23-20","CPU2_Temp | cpu-23-21","CPU2_Temp | cpu-23-22","CPU2_Temp | cpu-23-23","CPU2_Temp | cpu-23-24","CPU2_Temp | cpu-23-25","CPU2_Temp | cpu-23-26","CPU2_Temp | cpu-23-27","CPU2_Temp | cpu-23-28","CPU2_Temp | cpu-23-3","CPU2_Temp | cpu-23-30","CPU2_Temp | cpu-23-31","CPU2_Temp | cpu-23-32","CPU2_Temp | cpu-23-33","CPU2_Temp | cpu-23-34","CPU2_Temp | cpu-23-35","CPU2_Temp | cpu-23-36","CPU2_Temp | cpu-23-37","CPU2_Temp | cpu-23-38","CPU2_Temp | cpu-23-39","CPU2_Temp | cpu-23-4","CPU2_Temp | cpu-23-40","CPU2_Temp | cpu-23-41","CPU2_Temp | cpu-23-42","CPU2_Temp | cpu-23-43","CPU2_Temp | cpu-23-44","CPU2_Temp | cpu-23-45","CPU2_Temp | cpu-23-46","CPU2_Temp | cpu-23-47","CPU2_Temp | cpu-23-48","CPU2_Temp | cpu-23-49","CPU2_Temp | cpu-23-5","CPU2_Temp | cpu-23-50","CPU2_Temp | cpu-23-51","CPU2_Temp | cpu-23-52","CPU2_Temp | cpu-23-53","CPU2_Temp | cpu-23-54","CPU2_Temp | cpu-23-55","CPU2_Temp | cpu-23-56","CPU2_Temp | cpu-23-57","CPU2_Temp | cpu-23-58","CPU2_Temp | cpu-23-6","CPU2_Temp | cpu-23-60","CPU2_Temp | cpu-23-7","CPU2_Temp | cpu-23-8","CPU2_Temp | cpu-23-9","CPU2_Temp | cpu-24-1","CPU2_Temp | cpu-24-10","CPU2_Temp | cpu-24-11","CPU2_Temp | cpu-24-12","CPU2_Temp | cpu-24-13","CPU2_Temp | cpu-24-14","CPU2_Temp | cpu-24-15","CPU2_Temp | cpu-24-16","CPU2_Temp | cpu-24-17","CPU2_Temp | cpu-24-18","CPU2_Temp | cpu-24-19","CPU2_Temp | cpu-24-2","CPU2_Temp | cpu-24-20","CPU2_Temp | cpu-24-21","CPU2_Temp | cpu-24-22","CPU2_Temp | cpu-24-23","CPU2_Temp | cpu-24-24","CPU2_Temp | cpu-24-25","CPU2_Temp | cpu-24-26","CPU2_Temp | cpu-24-27","CPU2_Temp | cpu-24-28","CPU2_Temp | cpu-24-29","CPU2_Temp | cpu-24-3","CPU2_Temp | cpu-24-30","CPU2_Temp | cpu-24-31","CPU2_Temp | cpu-24-32","CPU2_Temp | cpu-24-33","CPU2_Temp | cpu-24-34","CPU2_Temp | cpu-24-35","CPU2_Temp | cpu-24-36","CPU2_Temp | cpu-24-37","CPU2_Temp | cpu-24-38","CPU2_Temp | cpu-24-39","CPU2_Temp | cpu-24-4","CPU2_Temp | cpu-24-40","CPU2_Temp | cpu-24-41","CPU2_Temp | cpu-24-42","CPU2_Temp | cpu-24-43","CPU2_Temp | cpu-24-44","CPU2_Temp | cpu-24-45","CPU2_Temp | cpu-24-46","CPU2_Temp | cpu-24-47","CPU2_Temp | cpu-24-48","CPU2_Temp | cpu-24-49","CPU2_Temp | cpu-24-5","CPU2_Temp | cpu-24-50","CPU2_Temp | cpu-24-51","CPU2_Temp | cpu-24-52","CPU2_Temp | cpu-24-53","CPU2_Temp | cpu-24-54","CPU2_Temp | cpu-24-55","CPU2_Temp | cpu-24-56","CPU2_Temp | cpu-24-57","CPU2_Temp | cpu-24-58","CPU2_Temp | cpu-24-59","CPU2_Temp | cpu-24-6","CPU2_Temp | cpu-24-60","CPU2_Temp | cpu-24-7","CPU2_Temp | cpu-24-8","CPU2_Temp | cpu-24-9","CPU2_Temp | cpu-25-1","CPU2_Temp | cpu-25-10","CPU2_Temp | cpu-25-11","CPU2_Temp | cpu-25-12","CPU2_Temp | cpu-25-13","CPU2_Temp | cpu-25-14","CPU2_Temp | cpu-25-15","CPU2_Temp | cpu-25-16","CPU2_Temp | cpu-25-19","CPU2_Temp | cpu-25-2","CPU2_Temp | cpu-25-21","CPU2_Temp | cpu-25-22","CPU2_Temp | cpu-25-23","CPU2_Temp | cpu-25-24","CPU2_Temp | cpu-25-25","CPU2_Temp | cpu-25-26","CPU2_Temp | cpu-25-27","CPU2_Temp | cpu-25-28","CPU2_Temp | cpu-25-29","CPU2_Temp | cpu-25-3","CPU2_Temp | cpu-25-30","CPU2_Temp | cpu-25-31","CPU2_Temp | cpu-25-33","CPU2_Temp | cpu-25-34","CPU2_Temp | cpu-25-35","CPU2_Temp | cpu-25-36","CPU2_Temp | cpu-25-37","CPU2_Temp | cpu-25-38","CPU2_Temp | cpu-25-39","CPU2_Temp | cpu-25-4","CPU2_Temp | cpu-25-40","CPU2_Temp | cpu-25-41","CPU2_Temp | cpu-25-42","CPU2_Temp | cpu-25-43","CPU2_Temp | cpu-25-44","CPU2_Temp | cpu-25-45","CPU2_Temp | cpu-25-46","CPU2_Temp | cpu-25-47","CPU2_Temp | cpu-25-48","CPU2_Temp | cpu-25-49","CPU2_Temp | cpu-25-5","CPU2_Temp | cpu-25-51","CPU2_Temp | cpu-25-52","CPU2_Temp | cpu-25-53","CPU2_Temp | cpu-25-54","CPU2_Temp | cpu-25-55","CPU2_Temp | cpu-25-56","CPU2_Temp | cpu-25-57","CPU2_Temp | cpu-25-58","CPU2_Temp | cpu-25-6","CPU2_Temp | cpu-25-60","CPU2_Temp | cpu-25-7","CPU2_Temp | cpu-25-8","CPU2_Temp | cpu-25-9","CPU2_Temp | cpu-26-1","CPU2_Temp | cpu-26-10","CPU2_Temp | cpu-26-11","CPU2_Temp | cpu-26-12","CPU2_Temp | cpu-26-13","CPU2_Temp | cpu-26-14","CPU2_Temp | cpu-26-15","CPU2_Temp | cpu-26-16","CPU2_Temp | cpu-26-17","CPU2_Temp | cpu-26-18","CPU2_Temp | cpu-26-19","CPU2_Temp | cpu-26-2","CPU2_Temp | cpu-26-20","CPU2_Temp | cpu-26-21","CPU2_Temp | cpu-26-22","CPU2_Temp | cpu-26-23","CPU2_Temp | cpu-26-24","CPU2_Temp | cpu-26-25","CPU2_Temp | cpu-26-26","CPU2_Temp | cpu-26-28","CPU2_Temp | cpu-26-29","CPU2_Temp | cpu-26-3","CPU2_Temp | cpu-26-30","CPU2_Temp | cpu-26-31","CPU2_Temp | cpu-26-32","CPU2_Temp | cpu-26-33","CPU2_Temp | cpu-26-34","CPU2_Temp | cpu-26-35","CPU2_Temp | cpu-26-37","CPU2_Temp | cpu-26-38","CPU2_Temp | cpu-26-39","CPU2_Temp | cpu-26-4","CPU2_Temp | cpu-26-40","CPU2_Temp | cpu-26-41","CPU2_Temp | cpu-26-42","CPU2_Temp | cpu-26-43","CPU2_Temp | cpu-26-44","CPU2_Temp | cpu-26-45","CPU2_Temp | cpu-26-46","CPU2_Temp | cpu-26-47","CPU2_Temp | cpu-26-48","CPU2_Temp | cpu-26-49","CPU2_Temp | cpu-26-5","CPU2_Temp | cpu-26-50","CPU2_Temp | cpu-26-51","CPU2_Temp | cpu-26-52","CPU2_Temp | cpu-26-53","CPU2_Temp | cpu-26-54","CPU2_Temp | cpu-26-55","CPU2_Temp | cpu-26-56","CPU2_Temp | cpu-26-57","CPU2_Temp | cpu-26-58","CPU2_Temp | cpu-26-59","CPU2_Temp | cpu-26-6","CPU2_Temp | cpu-26-60","CPU2_Temp | cpu-26-7","CPU2_Temp | cpu-26-8","CPU2_Temp | cpu-26-9"
2021-08-11 00:00:00,41.6,51,35,50,42,41,35,35,43.7,43,34,56.4,58.2,47.3,49.8,36,36,43,42,35,42,42.7,34.1,49,38,53.2,40.2,41,42,40.7,35,34.1,34,35,47.3,53.4,37.4,34,50.2,51.3,51.7,46.2,53,52,37.3,36,53.3,34,34,55.9,36,35,34,49.6,52,50,54.4,41.4,47,35,57.3,38,48,51.4,40.7,35,52,38,50.5,54.5,47,35,36,53,49.1,52,50,54.7,55.9,48,52.2,50.3,54,54,53,53,55,50,37,36,40.2,44,41,42,40.6,38,37,36,36,38,47.4,60,50,34,45.8,51,50,51,52,49.2,51,42,50,39,39,44,52.1,47,35.1,34,34.1,32,34,46,35,48,46,46,43,43,42,40,40,40.4,41,50,35,46,47.3,49,49,49,49.1,49,50,48,51.5,51,52,42,35.9,35,35,35,34,32,49,33,48.8,40,44,40,40,42,48.9,46.3,49.3,34,35,49,48,38,36.4,34,35.2,36.1,38,35,46,33,34,34,34,34,34.3,51,48,50,50,49.3,48,35,49.1,46,50.6,49.6,48,37,35,36.3,48.7,34,50,50,48,48.2,49,52,51,51,50,44,36.4,48,48.5,50,50,51,47,52,46,47.8,49,33,43,33,36.3,33
2021-08-11 00:01:00,42,51.3,35,50,42,40.9,35,35,44,43,34.8,56,59,48,50.5,36,36,43,41.8,35,42,43,35,49,38,53.3,41,40.5,42,41,35,35,34,35,47.9,54,38,34.9,50.5,52,52.7,47.3,53,52.2,38,36,55.8,34,34.7,57,36.2,35,34,50,52,50,54,41,47,35,57.9,38,49.8,51.4,42.2,35,51.2,38,52,56.1,47.2,35.6,36,53,50,52,50,55,63,48.6,53,51,54,54,53,53,55,50,37,36,41,43.2,41.9,42.3,40.8,38,37.5,36,36,38,48,60,50.9,35.4,48,51,50.9,51,52,50,51,42,50,39,39.8,44,53,47,36,34,35,32.1,34,46.9,35,48,46.4,46.4,43,43,41.8,39.8,40,41,41.5,50,35.5,46.4,47,49,49,49.3,50,49,50,48,52,51,52,42,36,35,35,35,34,32.1,49.8,33,48.3,39.5,43.7,40,40,42,49,48,49,34,35,49,48,38,37,34,36,37,38,35,45.3,33.6,34.3,34,34.8,34,35,51,48,50,50,50,48,35,50,46,51,50,48,37,35,37,49,34.8,51,50,48,49,49,52,51,51,50,44,36,48,50.1,50,50,51,47.7,52,46,48,49.5,33,43,33,37,34
2021-08-11 00:02:00,42,52,35,50,42,40.7,35,35,44,43,35,56.3,59,48,52,36,36,41.6,40.7,35,40.3,43.3,35,49.3,38,53.5,41.3,41.5,42,41,35,35,34,35,47.3,54,38,35,52,52.4,54,46.6,52.5,53,38,36.7,55.3,34,35,57,37,35,34,50,52.6,50,54,39.8,47,35,57.6,38,50,49.8,45.7,35,49,38,52,57,48.3,36,36,53.8,50,52,50,55,62.5,49,53,51,54,54,53,53.2,55,50,37,36,40.8,42.4,41.6,41.2,40.9,38.3,38,36,37,38,48,60,48,35,46.7,51.2,51,51.3,52,50,51.2,41.6,50,39,39.6,42.7,53,48,36,34,35,33,34,47,35,48,47.1,47,40,42.5,42.4,39.7,39.6,41.8,42,50,36,46,47,49.8,49.9,50,50,50,50,48,52,52,54.3,42,36,35,35,35.8,34,33,50,33.8,45.8,39.8,43.9,40.2,40,42.3,49,47.4,49,34,35,49,43.8,38.4,37,34,36,37,38,35,42.2,34,35,34,35,34,35,51,48,50,50,50,48,35,50,46,50.6,50,48.5,37,35,37,49,35,51,50,48,49,49,52.6,51.3,51,50.1,44,36,48.4,50.3,50,50.3,51,48,52,46,48,50,33,43,33,37,34
2021-08-11 00:03:00,42,52,35,50.5,43,41.4,35.9,35.1,42.3,43.3,35,56.8,59,48,52,36.2,36,43.2,40.3,35,41.4,42.5,35,50.1,38,53.4,41.2,40.5,42,40.5,35.9,35,34,35,48,54,38,35,51.7,52,53.3,47,50,53,38,37,54.5,34,35,57,37,35.3,34,50,53,50,54,39.4,47,35,56.5,38,49.5,51.3,46.5,35,50.6,38,50.6,52.8,48.5,36,36,54,50,52.1,50.2,55,62.7,49,53,51,54,54,53,54,55.1,50,37.3,36,42.1,42.8,40.9,41.5,39.3,39,38,36.6,37,38.2,49.1,60.3,45.8,35,45,52,51,52,52,50,52,42,50,38.6,40,44.9,53,48,36,34,35,33.1,34,47,35,48,46.6,47.1,41.9,43.2,41.2,39.4,41.9,41.8,43.4,50.8,36,46,47,50,50,50,50,50,50,48,52,52,55,42,36,35.7,35,36,34,33,50,34,44,39.8,42.9,42,39.6,44,49,47,49,34,35,49,43,39,37,34,36,37,38,35.8,41.6,34,35,34,35,34,35,52,48,50.6,50,50,48,35,50,46.9,51,50,49,37,35,37,49,35,51,50,48,49,49.5,53,52,51,51,45.7,36,48,49.8,50,51,51,48,52,46,48,50,33.7,43,33,37,34
2021-08-11 00:04:00,42,52,35,52,45.3,43.5,36,36,44,44,35,57.3,59,49.5,52,37,36,47.8,41.7,35,45.5,47.7,35,51,38,54,44.9,45.3,46.3,42.7,36,35,34,35,48,54,38,35,51,52.4,52.9,48.4,53.5,53,38,37,54.3,34.8,35,56.3,37,36,34,50,53,50,53.8,42,47,35,58.9,38,49.5,51.3,45.3,35,50,38,50,56,49.3,36,36,54,50,53,51,55,62.4,49,53,51,54,54,53,54,56,50,38,36,41.9,50.6,42.3,45,41.2,39,38,37,37,39,49.3,55,49,35,44,52,51,52,52,50,52,48.2,50,38.8,43.3,49.9,53,48,36,34,35,34,34,47,35,48,47.3,48,46.7,48.6,45.8,42.7,44.4,46.8,43,51,36,47.1,47,50,50,50,50,50,50,48,52,52,54.1,42,36,36,35,36,34,33,50,34,46.8,46,49.6,46.2,39.6,46.2,48.6,47,49,34.5,35,49,43,39,37,34,36,37,38,36,44.2,34,35,34,35,34,35,52,48,51,50,50,48,35,50,47,53.6,50,48.8,37.9,35.2,37,49,35,51,50,48,49,50,53,52,51,51,46,36,48,47,50,51,51,48,52,46,48,50,34,43,33,37,34
2021-08-11 00:05:00,42,52,35,52,47,49.1,36,36,44.2,44,35,57.9,59,49.7,50.7,37,36.8,51,49,35,49.2,51,35,50.5,38,54.7,48.4,48,50,47.8,36,35,34.2,35,48,54,38,35,51.3,52.3,53,48.2,56,53,38,37,52.7,35,35,56,37,36,34,50,53,50,56.4,48,47,35.5,57.5,38,49.7,50.5,42.2,35.6,50.2,38,50,56,46.2,36,36,54,50,53,51,55,55.3,49.7,53,51,54,54,53,54,56,50,38,36,48.7,51.4,49,50,39.7,39,38,37,37,39,49,59.8,50.7,35,47.7,52,51,52,52,50,52,49.6,50,46.6,47,51,53,48,36,34,35,34,34,47,35,48,48,47.2,50.4,51,48.2,47.1,47.2,47.5,48,51,36,47,48,50,50,50,50,50,50,48,52,52,54,42,36,36,35.8,36,34,33,50,34,48,47.3,52.3,47,47,48,49.8,47,49.5,35,35,49.8,46.3,39,37,34,36,37.3,38.1,36,45.8,34,35,34,35,34,35,52,48.1,51,50.8,50,48,35,50,47,53.5,50,48.3,38,36,37,49.6,35,51,50.8,48,49,50,53,52,51,51,45,36.3,49,51.6,50,51,52,48,52,46,48,50,34,43.5,33.7,37,34
2021-08-11 00:06:00,42,52,35,52,50,50,36,36,45,44,35,57.6,59.8,48,50.7,37,37,51.4,49.4,36,50.4,51,35,50,38.4,54.3,48.8,48.8,50,48.6,36,35.2,35,35.7,48,54,38,35,51.7,52.8,53,49,56,53,38,37,51,35,35,54.7,37,36,34,50,53,50,57,48,47.4,35.6,58.9,38,50.1,51,42,36,50.3,38.4,52.2,55.3,49,36,36,54,50,53,51,55,59.3,50,53,51,54,54,53.8,54,56,50,38,36.8,49,52,49.8,50.6,41.8,39,38,37.4,37,39,49,60,51,35.8,48.3,52,51.4,52,52.5,50,52,49.8,50.8,46.5,47,50,53,48,36,34.2,35,34,34,47,35,48,47.6,47,50.4,50.2,49,47.1,47.2,48.5,48.4,50.8,36,46.7,53,50,50,50,50,50,50,48,52,52,58,42,36,36,36,36,34.8,33,50,34,48.5,47,53,48.8,47,48.5,49.4,47,50,35,35,49.8,48.4,39,37,34,36,37.8,38.7,36,46,34,35.9,34.4,35,34,35,52,49,51,50.8,50,48,35,50,47,51.7,50,49,37.9,35.8,37,50,35,51,51,48,49,50,53,52,51,50.9,44,37,49,51.7,50,51,52,48,52,48,48,50,33.5,44,35,37,34
2021-08-11 00:07:00,42,52,35,52,50,49.6,35.1,35.4,45,44,35,56.4,59,47.4,50,36,36.3,51.2,47.2,35.2,50,50.4,35,50,38,54.6,48,48.4,50,48,36,35.3,35,35.1,47.8,54,38,35,50,52,52.2,48.3,56,53,38,37,50.8,35,35,43.5,37,36,34,50,52.6,50.4,57.1,48,46.6,35,58.4,38,49.8,52.5,41.5,35,53,38,53,55.9,48.7,36,36,53.8,50,52.5,50.8,55,63,49,53,51.8,54,54,53,53.5,56,50,38,37,48.5,52,50,51,38.8,39,38,37.8,36.5,38.5,49,60,51,35,49,52,51,52,53,50,52,50.2,51,46.7,47,50,53,48,36,35,35,33.1,34,47,35,48.7,47.1,47,50.4,50.4,49,46.9,47.4,48,48.4,50,35.8,45.2,51.8,50,50,50,50,49.9,50,48,52,52,55.9,42,36,35.3,35.5,36,34.7,33,50,34,47.7,47,52.8,48.3,47.4,49,50,47,50,34.3,35,49,46.7,39,37,34,35.9,37,38,35.1,46,34,36,34,35,34,35,51.7,49,50.8,50,50,48,35,49.7,47,50.6,50,48.3,37,35,37,49,34.9,51,51,48,49,49.1,53,51.5,51,50,44,36.3,49,50.5,50,51,51,48,52,48,48,50,33,44,35,37.4,34
2021-08-11 00:08:00,42,51.2,35,51.9,50,50,35,35,45,44,34.4,56,59,47,50,36,36,50.4,48.5,34.8,49.6,50.4,34.8,50,38,53.4,48,49.2,50,48,35.3,35,35,35,47,54,38,34.6,50.4,51.4,52.5,47,56,52.6,38,36.3,50.4,34.1,35,35.7,36.6,35.8,34,49.7,52,50,58,48,46,35,54.2,38,48.3,53,39,35,48.4,38,53,56,48.6,36,36,53,49.8,52,50,54.6,63.4,49,52,51,54,54,53,53,56,51.5,37.4,36.3,49,51.3,49.2,50.4,38.3,38.6,37.6,37,36,38,49.3,58.9,46.9,35,47.3,51.7,50.6,51.3,53,50,51.4,49.8,51,46.2,47,49.4,52,48,35.8,35,34.8,33,34,47,35,49,47.3,46.7,50,50.4,48.2,47.4,46.6,46.8,48,50,35,46,50.3,49.2,50,50,49.4,49,50,48,52,52,53,42,36,35,35,36,34,33,49,34,44.1,47.4,52,47,47,49,48.3,47,50,34,35,49,43.1,38.5,36.1,34,35,36.4,38,35,42,34,34.9,34,34.3,34,35,51,48.3,50,50,50,48,35,49,47,50.3,49.6,48,37,35,36.3,48.3,34,50.1,51,48,48.3,49,53,51,51,50,44,36,48.2,50,50,50.2,51,48,52,48,48,50,33,44,35,37,33.5
2021-08-11 00:09:00,41.1,51,35,51,50,49,35,35,44,44,34,55.7,58.2,47,50.7,36,36,49.6,49,34,50,50.1,34,50,38,53.8,48,48,50.8,48,35,35,35,35,45.8,53.7,37.3,34,50,51.4,52,46.3,56,52,38,36,49,34,35,38.2,36,35,34,49,52,50,53.6,47.5,46.4,34.3,47.3,38,49.7,49.5,40.8,34.8,48.9,38,51.4,52.9,46.7,36,36,53,49,52,50,54,63,49,52,51,54,54,53,53,56,51.5,37,36,48.5,50.6,48.6,50,41.1,38,37,37,36,38,48,57,44.1,34.3,44,51,50,51,53,50,51,48.6,51,46.2,46.6,49.8,52,48,35,35,34,33,34,47,35,49,45,46,50,50.2,48.2,46.8,46.6,47.4,48,50,35,45,49.9,49,49.6,49.5,49,49,49.7,48,51.3,51.5,53.4,42,35.5,35,35,35.4,34,32.1,49,33.3,44,47,52,45.5,47,48.6,50,46.9,48.2,34,35,48.6,42.3,38,36,34,35,36,38,35,40,33.3,34,34,34,34,35,51,48,50,50,49.8,48,35,49,47,50.2,50.9,48,37,35,36,48,34,50,51,48,48,49,52.2,51,51,50,44,36,47.8,49.3,49.8,50,51,47.3,52,48,48,50,33,42.2,35,36.8,33
