"job_id","array_job_id","array_task_id","name","job_state","user_id","user_name","group_id","cluster","partition","command","current_working_directory","batch_flag","batch_host","nodes","node_count","cpus","tasks","tasks_per_node","cpus_per_task","memory_per_node","memory_per_cpu","priority","time_limit","deadline","submit_time","preempt_time","suspend_time","eligible_time","start_time","end_time","resize_time","restart_cnt","exit_code","derived_exit_code"
2970095,0,,post,COMPLETED,99681,edgardga,260,redraider,nocona,/lustre/scratch/edgardga/BUMP_LON/POST/script_r,/lustre/scratch/edgardga/BUMP_LON/POST/./,true,,{cpu-23-12},1,32,32,0,,,3072,1478,2880,0,1628627180,0,0,1628627180,1628627560,1628688988,0,0,0,0
2973045,0,,HyPHY,FAILED,100218,chtong,350,redraider,nocona,/lustre/work/chtong/1Ant_genomics/7HyPHY/2RELAX_ant_103/10/relax.sh,/lustre/work/chtong/1Ant_genomics/7HyPHY/2RELAX_ant_103/10,true,,"{cpu-23-50,cpu-23-51,cpu-23-57,cpu-24-13,cpu-24-14}",5,115,115,0,,,4027,1159,2880,0,1628649104,0,0,1628649104,1628651652,1628689164,0,0,256,0
2971519,0,,MgMOF,TIMEOUT,99463,ipandey,310,redraider,nocona,/home/ipandey/MOF/Mg/CO/1801to1900/71/submit.sh,/home/ipandey/MOF/Mg/CO/1801to1900/71,true,,{cpu-23-32},1,128,128,0,,,4027,2274,240,0,1628642638,0,0,1628642638,1628645285,1628659706,0,0,0,0
2972667,0,,INTERACTIVE,FAILED,99127,qiu25856,340,redraider,nocona,,/home/qiu25856,false,cpu-23-21,{cpu-23-21},1,20,20,0,,,4027,2115,2880,0,1628647229,0,0,1628647229,1628647234,1628663135,0,0,35072,0
2970344,0,,post,COMPLETED,99681,edgardga,260,redraider,nocona,/lustre/scratch/edgardga/BUMP_SMO/POST/script_r,/lustre/scratch/edgardga/BUMP_SMO/POST/./,true,,{cpu-24-22},1,32,32,0,,,3072,1478,2880,0,1628632695,0,0,1628632695,1628637793,1628681571,0,0,0,0
2970106,0,,ML_MAT_DCGAN3D_R180,CANCELLED,99856,war94577,260,redraider,nocona,/lustre/scratch/war94577/MLcases_3D/script_python_nocona,/lustre/scratch/war94577/MLcases_3D,true,cpu-24-17,"{cpu-24-17,cpu-24-18}",2,256,256,0,,,3072,2306,2880,0,1628629436,0,0,1628629436,1628629437,1628700507,0,0,15,0
2970345,0,,post,COMPLETED,99681,edgardga,260,redraider,nocona,/lustre/scratch/edgardga/BUMP_LON/POST/script_r,/lustre/scratch/edgardga/BUMP_LON/POST/./,true,,{cpu-24-21},1,32,32,0,,,3072,1478,2880,0,1628632716,0,0,1628632716,1628637793,1628680638,0,0,0,0
2975823,0,,s1-D08.sh,FAILED,98727,akitazum,609,redraider,nocona,/lustre/scratch/akitazum/Ai5/ver02_LCM/ref/rearrangement_diploid/rideo/split/Fig3/per-chr/s1-D08.sh,/lustre/scratch/akitazum/Ai5/ver02_LCM/ref/rearrangement_diploid/rideo/split/Fig3/per-chr,true,cpu-23-54,{cpu-23-54},1,20,20,0,,,4096,2943,2880,0,1628660788,0,0,1628660788,1628660795,1628665726,0,0,32512,0
2973252,0,,HyPHY,FAILED,100218,chtong,350,redraider,nocona,/lustre/work/chtong/1Ant_genomics/7HyPHY/2RELAX_ant_103/untest/relax.sh,/lustre/work/chtong/1Ant_genomics/7HyPHY/2RELAX_ant_103/untest,true,,"{cpu-23-22,cpu-23-57,cpu-24-13,cpu-24-14,cpu-24-21,cpu-24-22,cpu-25-33,cpu-25-58,cpu-26-5,cpu-26-32}",10,262,262,0,,,4027,1159,2880,0,1628649746,0,0,1628649746,1628651652,1628687263,0,0,256,0
2955720,0,,INTERACTIVE,TIMEOUT,97401,iscottfl,347,redraider,nocona,,/lustre/work/iscottfl/ARRM_V2,false,cpu-24-50,{cpu-24-50},1,1,1,0,,,4027,3900,2880,0,1628537217,0,0,1628537217,1628537217,1628710043,0,0,0,0
2954391,0,,INTERACTIVE,CANCELLED,99681,edgardga,260,redraider,nocona,,/lustre/scratch/edgardga,false,,{cpu-23-54},1,16,16,0,,,4027,1478,2880,0,1628530260,0,0,1628530260,1628530546,1628696448,0,0,0,0
2975803,0,,nf-runDfthresh_(3182),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/70/483d6c6786ce6da2183d0a71c7594d,true,,{cpu-25-33},1,16,1,0,,,4027,1956,2880,0,1628660627,0,0,1628660627,1628661913,1628661945,0,0,0,0
2975790,0,,nf-runDfthresh_(3168),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/dd/c3fab52da460c052116eedd689272b,true,,{cpu-23-35},1,16,1,0,,,4027,1956,2880,0,1628660626,0,0,1628660626,1628661913,1628661953,0,0,0,0
2975783,0,,nf-runDfthresh_(3161),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/fe/d985a3d0a8622fd7c5dc91884bad30,true,,{cpu-24-1},1,16,1,0,,,4027,1956,2880,0,1628660602,0,0,1628660602,1628661573,1628661627,0,0,0,0
2975784,0,,nf-runDfthresh_(3162),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/88/4c6bb4320d593a2ced8aa6b0f451d6,true,,{cpu-24-1},1,16,1,0,,,4027,1956,2880,0,1628660602,0,0,1628660602,1628661573,1628661627,0,0,0,0
2975785,0,,nf-runDfthresh_(3164),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/26/535e31dd6791408ee95ee6946477ae,true,,{cpu-24-50},1,16,1,0,,,4027,1956,2880,0,1628660612,0,0,1628660612,1628661573,1628661628,0,0,0,0
2975786,0,,nf-runDfthresh_(3163),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/4a/e40238d95e5e250ec3ab439156d6c6,true,,{cpu-24-50},1,16,1,0,,,4027,1956,2880,0,1628660618,0,0,1628660618,1628661573,1628661638,0,0,0,0
2975787,0,,nf-runDfthresh_(3165),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/f6/ed0fa1eab404d3ebd35767c95418fe,true,,{cpu-24-50},1,16,1,0,,,4027,1956,2880,0,1628660618,0,0,1628660618,1628661573,1628661636,0,0,0,0
2975788,0,,nf-runDfthresh_(3166),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/65/3f8fc3c6873463bcd81a44a1278f9f,true,,{cpu-24-50},1,16,1,0,,,4027,1956,2880,0,1628660625,0,0,1628660625,1628661573,1628661628,0,0,0,0
2975789,0,,nf-runDfthresh_(3167),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/3b/4ce4b47728140b156a8ef3f059469e,true,,{cpu-24-50},1,16,1,0,,,4027,1956,2880,0,1628660626,0,0,1628660626,1628661573,1628661629,0,0,0,0
2975802,0,,nf-runDfthresh_(3180),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/48/debd59dca9559850dcdb74b53fe05b,true,,{cpu-25-33},1,16,1,0,,,4027,1956,2880,0,1628660627,0,0,1628660627,1628661913,1628661947,0,0,0,0
2975774,0,,nf-runDfthresh_(3152),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/7c/7dc5b7394e7c08297ffc18cacd1a94,true,,{cpu-23-57},1,16,1,0,,,4027,1956,2880,0,1628660596,0,0,1628660597,1628661573,1628661753,0,0,0,0
2970441,0,,run-diploid.sh,FAILED,98727,akitazum,609,redraider,nocona,/lustre/scratch/akitazum/Ai5/ver02_LCM/ref/rearrangement_diploid/rideo/split/Fig3/run-diploid.sh,/lustre/scratch/akitazum/Ai5/ver02_LCM/ref/rearrangement_diploid/rideo/split/Fig3,true,cpu-24-22,{cpu-24-22},1,20,20,0,,,4096,2912,2880,0,1628634501,0,0,1628634501,1628634510,1628736929,0,0,32512,0
2968678,0,,P6AF_C7,TIMEOUT,100145,apatyal,310,redraider,nocona,/home/apatyal/P6A_functionalized/P6A_F/E7/3/submit.sh,/home/apatyal/P6A_functionalized/P6A_F/E7/3,true,,{cpu-23-5},1,128,128,128,,,4027,107928,2880,0,1628610008,0,0,1628610008,1628611915,1628784718,0,0,15,15
2974461,0,,nf-runDfthresh_(2526),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/da/6e2f9d84023ee36682bc167207d09a,true,,{cpu-26-33},1,16,1,0,,,4027,1956,2880,0,1628654317,0,0,1628654317,1628654595,1628658554,0,0,0,0
2974462,0,,nf-runDfthresh_(2527),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/89/a7d27dfc735663e107acdd84d1fd5a,true,,{cpu-26-33},1,16,1,0,,,4027,1956,2880,0,1628654317,0,0,1628654317,1628654595,1628660601,0,0,0,0
2974463,0,,nf-runDfthresh_(2528),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/82/94bc9cf4b8c076856c9879ff42a15c,true,,{cpu-26-33},1,16,1,0,,,4027,1956,2880,0,1628654322,0,0,1628654322,1628654595,1628660583,0,0,0,0
2971339,0,,run-SA6-diploid.sh,FAILED,98727,akitazum,609,redraider,nocona,/lustre/scratch/akitazum/Ai5/ver02_LCM/ref/rearrangement_diploid/rideo/split/Fig3/run2/run-SA6-diploid.sh,/lustre/scratch/akitazum/Ai5/ver02_LCM/ref/rearrangement_diploid/rideo/split/Fig3/run2,true,cpu-24-38,{cpu-24-38},1,20,20,0,,,4096,2912,2880,0,1628640559,0,0,1628640559,1628640572,1628806450,0,0,32512,0
2949435,0,,PyES7Opt,COMPLETED,98912,uozuguze,310,redraider,nocona,/lustre/work/uozuguze/v5/Pyrazole/ES7/orca.sh,/lustre/work/uozuguze/v5/Pyrazole/ES7,true,cpu-24-13,{cpu-24-13},1,32,32,0,,,4027,109139,7200,0,1628421130,0,0,1628421130,1628421131,1628739252,0,0,0,0
2974288,0,,nf-runDfthresh_(2502),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/fa/37bd445cb7de42e3055217fa60a7b3,true,,{cpu-25-60},1,16,1,0,,,4027,1956,2880,0,1628654017,0,0,1628654017,1628654595,1628659681,0,0,0,0
2975804,0,,nf-runDfthresh_(3250),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/0e/9ffd615cc3bf7f99ea8c2c83c08bc8,true,,{cpu-23-22},1,16,1,0,,,4027,1956,2880,0,1628660627,0,0,1628660627,1628661913,1628661981,0,0,0,0
2975805,0,,nf-runDfthresh_(3181),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/a3/30001ae9234ed33ed7657f01b8d3e9,true,,{cpu-23-21},1,16,1,0,,,4027,1956,2880,0,1628660627,0,0,1628660627,1628661913,1628661956,0,0,0,0
2975812,0,,nf-runDfthresh_(3259),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/66/d199a5160cb2921ec499e39337ba53,true,,{cpu-24-1},1,16,1,0,,,4027,1956,2880,0,1628660705,0,0,1628660705,1628661913,1628663278,0,0,0,0
2975808,0,,nf-runDfthresh_(3184),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/b6/e52af620d964de7d59338d6c64e918,true,,{cpu-25-60},1,16,1,0,,,4027,1956,2880,0,1628660644,0,0,1628660644,1628661913,1628661957,0,0,0,0
2975809,0,,nf-runDfthresh_(3185),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/1d/bd9f53a11b2c3e4fe27eb251c2b993,true,,{cpu-25-60},1,16,1,0,,,4027,1956,2880,0,1628660670,0,0,1628660670,1628661913,1628661962,0,0,0,0
2975810,0,,nf-runDfthresh_(3186),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/7f/5664da392541fa31c85aa7470850f2,true,,{cpu-25-60},1,16,1,0,,,4027,1956,2880,0,1628660670,0,0,1628660670,1628661913,1628661972,0,0,0,0
2975811,0,,nf-runDfthresh_(3187),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/e1/193fedf5efc6be457b84e65fc7a3e3,true,,{cpu-24-1},1,16,1,0,,,4027,1956,2880,0,1628660674,0,0,1628660674,1628661913,1628661953,0,0,0,0
2975815,0,,nf-runDfthresh_(3189),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/34/2b2eb3ff0710eefbd6e7e2028bc55c,true,,{cpu-24-1},1,16,1,0,,,4027,1956,2880,0,1628660765,0,0,1628660765,1628661913,1628661961,0,0,0,0
2974215,0,,nf-runDfthresh_(2551),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/98/da083717ff5b76aa22262b5282944d,true,,{cpu-26-32},1,16,1,0,,,4027,1956,2880,0,1628653837,0,0,1628653837,1628654261,1628658264,0,0,0,0
2974301,0,,nf-runDfthresh_(2517),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/7d/8f1918225e3a6a802cd4a58a536552,true,,{cpu-24-5},1,16,1,0,,,4027,1956,2880,0,1628654127,0,0,1628654127,1628654595,1628660597,0,0,0,0
2975816,0,,s1-D01.sh,FAILED,98727,akitazum,609,redraider,nocona,/lustre/scratch/akitazum/Ai5/ver02_LCM/ref/rearrangement_diploid/rideo/split/Fig3/per-chr/s1-D01.sh,/lustre/scratch/akitazum/Ai5/ver02_LCM/ref/rearrangement_diploid/rideo/split/Fig3/per-chr,true,cpu-23-57,{cpu-23-57},1,20,20,0,,,4096,2943,2880,0,1628660788,0,0,1628660788,1628660795,1628665700,0,0,32512,0
2975822,0,,s1-D07.sh,FAILED,98727,akitazum,609,redraider,nocona,/lustre/scratch/akitazum/Ai5/ver02_LCM/ref/rearrangement_diploid/rideo/split/Fig3/per-chr/s1-D07.sh,/lustre/scratch/akitazum/Ai5/ver02_LCM/ref/rearrangement_diploid/rideo/split/Fig3/per-chr,true,cpu-23-22,{cpu-23-22},1,20,20,0,,,4096,2943,2880,0,1628660788,0,0,1628660788,1628660795,1628665855,0,0,32512,0
2974303,0,,nf-runDfthresh_(2518),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/56/5b6b72de231a4fbc06c5708ccf28cc,true,,{cpu-24-5},1,16,1,0,,,4027,1956,2880,0,1628654163,0,0,1628654163,1628654595,1628663512,0,0,0,0
2974287,0,,nf-runDfthresh_(2501),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/45/d1403ecba1fb1c9404da340144edb2,true,,{cpu-25-33},1,16,1,0,,,4027,1956,2880,0,1628654017,0,0,1628654017,1628654595,1628658612,0,0,0,0
2974469,0,,nf-runDfthresh_(2534),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/cd/dfd9ddcc7e91c4bbc30b9f07e795de,true,,{cpu-26-33},1,16,1,0,,,4027,1956,2880,0,1628654337,0,0,1628654337,1628654922,1628659110,0,0,0,0
2974483,0,,nf-runDfthresh_(2548),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/3b/ce4d2e2c24c256f708bd863bc90aa4,true,,{cpu-26-51},1,16,1,0,,,4027,1956,2880,0,1628654540,0,0,1628654540,1628654922,1628658228,0,0,0,0
2973442,0,,nf-runDfthresh_(2021),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/dd/c42d82ab95c3df0c06fb8761d9191a,true,,{cpu-24-1},1,16,1,0,,,4027,1956,2880,0,1628650681,0,0,1628650681,1628650959,1628659748,0,0,0,0
2974484,0,,nf-runDfthresh_(2549),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/6b/6e108ac2a4a09e7b2b3287ccbe8b2a,true,,{cpu-26-51},1,16,1,0,,,4027,1956,2880,0,1628654540,0,0,1628654540,1628654922,1628660493,0,0,0,0
2974532,0,,MgMOF,COMPLETED,99463,ipandey,310,redraider,nocona,/home/ipandey/MOF/Mg/CO/1801to1900/100/submit.sh,/home/ipandey/MOF/Mg/CO/1801to1900/100,true,,{cpu-26-17},1,128,128,0,,,4027,2242,240,0,1628654875,0,0,1628654875,1628658679,1628662242,0,0,0,0
2965072,0,,HyPHY,FAILED,100218,chtong,350,redraider,nocona,/lustre/work/chtong/1Ant_genomics/7HyPHY/1RELAX_ant_118/untest/relax.sh,/lustre/work/chtong/1Ant_genomics/7HyPHY/1RELAX_ant_118/untest,true,,"{cpu-23-21,cpu-23-22,cpu-23-24,cpu-23-50,cpu-23-51,cpu-24-14,cpu-24-15,cpu-25-42,cpu-25-60,cpu-26-5}",10,408,408,0,,,4027,1159,2880,0,1628570712,0,0,1628570712,1628571048,1628683311,0,0,256,0
2974495,0,,nf-runDfthresh_(2560),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/1c/76ab2a1e17652eabd62f6ad6a492c7,true,,{cpu-24-50},1,16,1,0,,,4027,1956,2880,0,1628654655,0,0,1628654655,1628654922,1628659889,0,0,0,0
2974496,0,,nf-runDfthresh_(2561),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/50/fec7467228dc9db8963f04941f24ad,true,,{cpu-24-50},1,16,1,0,,,4027,1956,2880,0,1628654690,0,0,1628654690,1628654922,1628658434,0,0,0,0
2974491,0,,nf-runDfthresh_(2556),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/9e/508f6c10a7b3ec7ee3ea500b5ddfba,true,,{cpu-24-1},1,16,1,0,,,4027,1956,2880,0,1628654600,0,0,1628654600,1628654922,1628662900,0,0,0,0
2974646,0,,nf-runDfthresh_(2587),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/39/17fb5023a5c87f8e6707d7123f2fcc,true,,{cpu-23-21},1,16,1,0,,,4027,1956,2880,0,1628655204,0,0,1628655204,1628655913,1628658628,0,0,0,0
2974525,0,,MgMOF,COMPLETED,99463,ipandey,310,redraider,nocona,/home/ipandey/MOF/Mg/CO/1801to1900/93/submit.sh,/home/ipandey/MOF/Mg/CO/1801to1900/93,true,,{cpu-26-50},1,128,128,0,,,4027,2242,240,0,1628654838,0,0,1628654839,1628656097,1628659644,0,0,0,0
2974529,0,,MgMOF,COMPLETED,99463,ipandey,310,redraider,nocona,/home/ipandey/MOF/Mg/CO/1801to1900/97/submit.sh,/home/ipandey/MOF/Mg/CO/1801to1900/97,true,,{cpu-24-53},1,128,128,0,,,4027,2242,240,0,1628654859,0,0,1628654859,1628658679,1628662242,0,0,0,0
2974526,0,,MgMOF,COMPLETED,99463,ipandey,310,redraider,nocona,/home/ipandey/MOF/Mg/CO/1801to1900/94/submit.sh,/home/ipandey/MOF/Mg/CO/1801to1900/94,true,,{cpu-26-49},1,128,128,0,,,4027,2242,240,0,1628654843,0,0,1628654843,1628656397,1628659935,0,0,0,0
2974524,0,,MgMOF,COMPLETED,99463,ipandey,310,redraider,nocona,/home/ipandey/MOF/Mg/CO/1801to1900/92/submit.sh,/home/ipandey/MOF/Mg/CO/1801to1900/92,true,,{cpu-25-31},1,128,128,0,,,4027,2242,240,0,1628654834,0,0,1628654834,1628656010,1628659545,0,0,0,0
2974528,0,,MgMOF,COMPLETED,99463,ipandey,310,redraider,nocona,/home/ipandey/MOF/Mg/CO/1801to1900/96/submit.sh,/home/ipandey/MOF/Mg/CO/1801to1900/96,true,,{cpu-24-51},1,128,128,0,,,4027,2242,240,0,1628654853,0,0,1628654853,1628658679,1628662159,0,0,0,0
2974527,0,,MgMOF,COMPLETED,99463,ipandey,310,redraider,nocona,/home/ipandey/MOF/Mg/CO/1801to1900/95/submit.sh,/home/ipandey/MOF/Mg/CO/1801to1900/95,true,,{cpu-25-21},1,128,128,0,,,4027,2242,240,0,1628654848,0,0,1628654848,1628658498,1628662030,0,0,0,0
2975028,0,,nf-runDfthresh_(20446),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/4c/6bbed63e96e5f4ebe8c407efcae74e,true,,{cpu-25-33},1,16,1,0,,,4027,1956,2880,0,1628657025,0,0,1628657025,1628657564,1628658132,0,0,0,0
2974647,0,,nf-runDfthresh_(2588),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/16/6006a56eae35ffa002ffbe06b37271,true,,{cpu-23-22},1,16,1,0,,,4027,1956,2880,0,1628655245,0,0,1628655245,1628655913,1628658050,0,0,0,0
2974486,0,,nf-runDfthresh_(2552),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/40/044bc673b45c6f56ef9e59258f80b6,true,,{cpu-26-51},1,16,1,0,,,4027,1956,2880,0,1628654555,0,0,1628654555,1628654922,1628662064,0,0,0,0
2974531,0,,MgMOF,COMPLETED,99463,ipandey,310,redraider,nocona,/home/ipandey/MOF/Mg/CO/1801to1900/99/submit.sh,/home/ipandey/MOF/Mg/CO/1801to1900/99,true,,{cpu-26-1},1,128,128,0,,,4027,2242,240,0,1628654870,0,0,1628654870,1628658679,1628662229,0,0,0,0
2974521,0,,MgMOF,COMPLETED,99463,ipandey,310,redraider,nocona,/home/ipandey/MOF/Mg/CO/1801to1900/91/submit.sh,/home/ipandey/MOF/Mg/CO/1801to1900/91,true,,{cpu-25-21},1,128,128,0,,,4027,2242,240,0,1628654830,0,0,1628654830,1628654957,1628658494,0,0,0,0
2976064,0,,nf-runDfthresh_(3331),COMPLETING,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/bc/255d9c2a84f662420cca685d8635d7,true,,{cpu-23-32},1,16,1,0,,,4027,1956,2880,0,1628662890,0,0,1628662890,1628663906,1628836715,0,0,0,0
2974784,0,,nf-runDfthresh_(2625),COMPLETED,98275,rhubley,350,redraider,nocona,.command.run,/lustre/scratch/rhubley/RayLib-Thresholding/work/e5/f786d4eb655966db229000543896a2,true,,{cpu-26-33},1,16,1,0,,,4027,1956,2880,0,1628655982,0,0,1628655982,1628656244,1628658625,0,0,0,0
