"time","CPU_usage | cpu-23-1","CPU_usage | cpu-23-10","CPU_usage | cpu-23-11","CPU_usage | cpu-23-12","CPU_usage | cpu-23-13","CPU_usage | cpu-23-14","CPU_usage | cpu-23-17","CPU_usage | cpu-23-18","CPU_usage | cpu-23-19","CPU_usage | cpu-23-2","CPU_usage | cpu-23-20","CPU_usage | cpu-23-21","CPU_usage | cpu-23-22","CPU_usage | cpu-23-23","CPU_usage | cpu-23-24","CPU_usage | cpu-23-25","CPU_usage | cpu-23-26","CPU_usage | cpu-23-27","CPU_usage | cpu-23-28","CPU_usage | cpu-23-3","CPU_usage | cpu-23-30","CPU_usage | cpu-23-31","CPU_usage | cpu-23-32","CPU_usage | cpu-23-33","CPU_usage | cpu-23-34","CPU_usage | cpu-23-35","CPU_usage | cpu-23-36","CPU_usage | cpu-23-37","CPU_usage | cpu-23-38","CPU_usage | cpu-23-39","CPU_usage | cpu-23-4","CPU_usage | cpu-23-40","CPU_usage | cpu-23-41","CPU_usage | cpu-23-42","CPU_usage | cpu-23-43","CPU_usage | cpu-23-44","CPU_usage | cpu-23-45","CPU_usage | cpu-23-46","CPU_usage | cpu-23-47","CPU_usage | cpu-23-48","CPU_usage | cpu-23-49","CPU_usage | cpu-23-5","CPU_usage | cpu-23-50","CPU_usage | cpu-23-51","CPU_usage | cpu-23-52","CPU_usage | cpu-23-53","CPU_usage | cpu-23-54","CPU_usage | cpu-23-55","CPU_usage | cpu-23-56","CPU_usage | cpu-23-57","CPU_usage | cpu-23-58","CPU_usage | cpu-23-6","CPU_usage | cpu-23-60","CPU_usage | cpu-23-7","CPU_usage | cpu-23-8","CPU_usage | cpu-23-9","CPU_usage | cpu-24-1","CPU_usage | cpu-24-10","CPU_usage | cpu-24-11","CPU_usage | cpu-24-12","CPU_usage | cpu-24-13","CPU_usage | cpu-24-14","CPU_usage | cpu-24-15","CPU_usage | cpu-24-16","CPU_usage | cpu-24-17","CPU_usage | cpu-24-18","CPU_usage | cpu-24-19","CPU_usage | cpu-24-2","CPU_usage | cpu-24-20","CPU_usage | cpu-24-21","CPU_usage | cpu-24-22","CPU_usage | cpu-24-23","CPU_usage | cpu-24-24","CPU_usage | cpu-24-25","CPU_usage | cpu-24-26","CPU_usage | cpu-24-27","CPU_usage | cpu-24-28","CPU_usage | cpu-24-29","CPU_usage | cpu-24-3","CPU_usage | cpu-24-30","CPU_usage | cpu-24-31","CPU_usage | cpu-24-32","CPU_usage | cpu-24-33","CPU_usage | cpu-24-34","CPU_usage | cpu-24-35","CPU_usage | cpu-24-36","CPU_usage | cpu-24-37","CPU_usage | cpu-24-38","CPU_usage | cpu-24-39","CPU_usage | cpu-24-4","CPU_usage | cpu-24-40","CPU_usage | cpu-24-41","CPU_usage | cpu-24-42","CPU_usage | cpu-24-43","CPU_usage | cpu-24-44","CPU_usage | cpu-24-45","CPU_usage | cpu-24-46","CPU_usage | cpu-24-47","CPU_usage | cpu-24-48","CPU_usage | cpu-24-49","CPU_usage | cpu-24-5","CPU_usage | cpu-24-50","CPU_usage | cpu-24-51","CPU_usage | cpu-24-52","CPU_usage | cpu-24-53","CPU_usage | cpu-24-54","CPU_usage | cpu-24-55","CPU_usage | cpu-24-56","CPU_usage | cpu-24-57","CPU_usage | cpu-24-58","CPU_usage | cpu-24-59","CPU_usage | cpu-24-6","CPU_usage | cpu-24-60","CPU_usage | cpu-24-7","CPU_usage | cpu-24-8","CPU_usage | cpu-24-9","CPU_usage | cpu-25-1","CPU_usage | cpu-25-10","CPU_usage | cpu-25-11","CPU_usage | cpu-25-12","CPU_usage | cpu-25-13","CPU_usage | cpu-25-14","CPU_usage | cpu-25-15","CPU_usage | cpu-25-16","CPU_usage | cpu-25-19","CPU_usage | cpu-25-2","CPU_usage | cpu-25-21","CPU_usage | cpu-25-22","CPU_usage | cpu-25-23","CPU_usage | cpu-25-24","CPU_usage | cpu-25-25","CPU_usage | cpu-25-26","CPU_usage | cpu-25-27","CPU_usage | cpu-25-28","CPU_usage | cpu-25-29","CPU_usage | cpu-25-3","CPU_usage | cpu-25-30","CPU_usage | cpu-25-31","CPU_usage | cpu-25-33","CPU_usage | cpu-25-34","CPU_usage | cpu-25-35","CPU_usage | cpu-25-36","CPU_usage | cpu-25-37","CPU_usage | cpu-25-38","CPU_usage | cpu-25-39","CPU_usage | cpu-25-4","CPU_usage | cpu-25-40","CPU_usage | cpu-25-41","CPU_usage | cpu-25-42","CPU_usage | cpu-25-43","CPU_usage | cpu-25-44","CPU_usage | cpu-25-45","CPU_usage | cpu-25-46","CPU_usage | cpu-25-47","CPU_usage | cpu-25-48","CPU_usage | cpu-25-49","CPU_usage | cpu-25-5","CPU_usage | cpu-25-51","CPU_usage | cpu-25-52","CPU_usage | cpu-25-53","CPU_usage | cpu-25-54","CPU_usage | cpu-25-55","CPU_usage | cpu-25-56","CPU_usage | cpu-25-57","CPU_usage | cpu-25-58","CPU_usage | cpu-25-6","CPU_usage | cpu-25-60","CPU_usage | cpu-25-7","CPU_usage | cpu-25-8","CPU_usage | cpu-25-9","CPU_usage | cpu-26-1","CPU_usage | cpu-26-10","CPU_usage | cpu-26-11","CPU_usage | cpu-26-12","CPU_usage | cpu-26-13","CPU_usage | cpu-26-14","CPU_usage | cpu-26-15","CPU_usage | cpu-26-16","CPU_usage | cpu-26-17","CPU_usage | cpu-26-18","CPU_usage | cpu-26-19","CPU_usage | cpu-26-2","CPU_usage | cpu-26-20","CPU_usage | cpu-26-21","CPU_usage | cpu-26-22","CPU_usage | cpu-26-23","CPU_usage | cpu-26-24","CPU_usage | cpu-26-25","CPU_usage | cpu-26-26","CPU_usage | cpu-26-28","CPU_usage | cpu-26-29","CPU_usage | cpu-26-3","CPU_usage | cpu-26-30","CPU_usage | cpu-26-31","CPU_usage | cpu-26-32","CPU_usage | cpu-26-33","CPU_usage | cpu-26-34","CPU_usage | cpu-26-35","CPU_usage | cpu-26-37","CPU_usage | cpu-26-38","CPU_usage | cpu-26-39","CPU_usage | cpu-26-4","CPU_usage | cpu-26-40","CPU_usage | cpu-26-41","CPU_usage | cpu-26-42","CPU_usage | cpu-26-43","CPU_usage | cpu-26-44","CPU_usage | cpu-26-45","CPU_usage | cpu-26-46","CPU_usage | cpu-26-47","CPU_usage | cpu-26-48","CPU_usage | cpu-26-49","CPU_usage | cpu-26-5","CPU_usage | cpu-26-50","CPU_usage | cpu-26-51","CPU_usage | cpu-26-52","CPU_usage | cpu-26-53","CPU_usage | cpu-26-54","CPU_usage | cpu-26-55","CPU_usage | cpu-26-56","CPU_usage | cpu-26-57","CPU_usage | cpu-26-58","CPU_usage | cpu-26-59","CPU_usage | cpu-26-6","CPU_usage | cpu-26-60","CPU_usage | cpu-26-7","CPU_usage | cpu-26-8","CPU_usage | cpu-26-9"
2021-08-11 00:10:00,1,100,1,87.7,100,100,1,1,53,1,1,17.9,56.2,100,25.2,1,1,100,100,1,100,100,1,100,1,88.2,100,100,100,100,1,1,1,1,100,79,1,1,75,75,75,100,26.9,12,1,1,55.2,1,1,41.2,1,1,1,100,100,100,41.8,100,100,1,29.6,5.62,63,73.6,14.8,1,63,1,63,35.1,19.8,1,1,100,100,100,100,100,93.3,100,100,100,100,100,100,100,100,75,1,1,100,100,100,100,34.2,1,1,1,1,1,57.8,79.2,1,1,54.3,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,100,1,100,15.2,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,1,100,100,100,100,100,72.6,100,48.3,1,1,100,1.62,1,1,1,1,1,1,1,1.31,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,29,87,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,14.5,100,85,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:11:00,1,100,1,86.5,100,100,1,1,55.2,1,1,12.6,37,100,25.5,1,1,100,100,1,100,100,1,100,1,89.7,100,100,100,100,1,1,1,1,100,79,1,1,75.2,75,75,100,17,12,1,1,47.8,1,1,37,1,1,1,100,100,100,34.9,100,100,1,26.2,1,63,70,1.92,1,63,1,63,36.8,25.8,1,1,100,100,100,100,100,70.2,100,100,100,100,100,100,100,100,75.3,1,1,100,100,100,100,17.2,1,1,1,1,1,58.5,60,39,1,2.08,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,100,1,100,3.08,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,43.3,100,100,100,100,100,63,100,46.2,1,1,100,27.2,1,1,1,1,1,1,1,38,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,25.1,85.2,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,4,100,71.2,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:12:00,1,100,1,88.1,99.8,100,1,1,52.1,1,1,13.2,37,99.9,25.5,1,1,100,100,1,100,100,1,100,1,89,100,100,100,100,1,1,1,1,100,79,1,1,75,75,75,98.3,17,12,1,1,44.6,1,1,36,1,1,1,100,100,100,25.8,100,100,1,27.2,1,63,72.9,14.2,1,63,1,63,27.1,26,1,1,100,100,100,100,100,42.6,100,100,100,100,100,100,100,100,75.2,1,1,100,100,100,100,30.2,1,1,1,1,1,58.1,48.6,98.2,1,69.7,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,100,1,100,1,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,96.4,100,100,100,100,100,63,100,40.1,1,1,100,91.8,1,1,1,1,1,1,1,94.5,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,23.8,78.7,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,1,100,47.2,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:13:00,1,100,1,86.6,100,100,1,1,50.8,1,1,13.8,37,99.9,24.9,1,1,100,100,1,100,100,1,100,1,87,100,100,100,100,1,1,1,1,100,79,1,1,75,75,75,100,17,12,1,1,45.4,1,1,36,1,1,1,100,100,100,25.8,100,100,1,12.5,1,63,73.2,21.9,1,63,1,63,24.1,25,1,1,100,100,100,100,100,36.8,100,100,100,100,100,100,100,100,75,1,1,100,100,100,100,41.1,1,1,1,1,1,54.5,47.2,100,1,93.1,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,100,1,100,1,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,99.8,100,100,100,100,100,63,100,45.8,1,1,100,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,24,75,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,1,100,38,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:14:00,1,100,1,86.4,100,100,1,1,39.2,1,1,14.2,37,100,21,1,1,100,100,1,100,100,1,100,1,88.9,100,100,100,100,1,1,1,1,100,79,1,1,75,75.2,75,100,17,12,1,1,38.3,1,1,36,1,1,1,100,100,100,26,100,100,1,5.33,1,63,69.7,21.9,1,63,1,63,24.8,25.4,1,1,100,100,100,100,100,33.4,100,100,100,100,100,100,100,100,74.8,1,1,100,100,100,100,53.5,1,1,1,1,1,52.6,38,100,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,100,1,100,1,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,99.6,100,100,100,100,100,63,100,41.5,1,1,100,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,24.2,75,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,1,100,38,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:15:00,1,100,1,87.5,100,100,1,1,57.8,1,1,29.3,52.1,100,25.8,1,1,100,100,1,100,100,1,100,1,89.1,100,100,100,100,1,1,1,1,100,79,1,1,75,75.2,75,100,23.8,12,1,1,55.4,1,1,42.1,1,1,1,100,100,100,43.8,100,100,1,8.85,10.5,63,71.8,14.3,1,63,1,63,34.5,25.1,1,1,100,100,100,100,100,84.6,100,100,100,100,100,100,100,100,75.2,1,1,100,100,100,100,58.5,1,1,1,1,1,59.2,76.2,100,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,100,1,100,22.2,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,99.9,100,100,100,100,100,73,100,49.2,1,1,100,100,1,1,1,1,1,1,1,99.7,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,38.5,91.3,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,4.38,100,68.3,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:16:00,1,100,1,83.8,100,100,1,1,45,1,1,30.1,53.5,100,17.2,1,1,100,100,1,100,100,1,100,1,89.5,100,100,100,100,1,1,1,1,100,79,1,1,75.3,75.2,75,99.8,21.8,12,1,1,47.9,1,1,39,1,1,1,100,100,100,44,100,100,1,21.5,1,63,85.4,1.77,1,63,1,63,26.8,25.3,1,1,100,100,100,100,100,56,100,100,100,100,100,100,100,100,75.2,1,1,100,100,100,100,40.5,1,1,1,1,1,53.2,70.6,100,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,100,1,100,21.6,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,100,100,100,100,100,100,65.9,100,45.2,1,1,100,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,26,83,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,99.9,20.2,100,39,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:17:00,1,100,1,87.8,100,100,1,1,34.8,1,1,25.3,48.8,99.8,25.2,1,1,100,100,1,100,100,1,100,1,89.8,100,100,100,100,1,1,1,1,100,79,1,1,75,74.9,75,100,17,10.8,1,1,45.3,1,1,36,1,1,1,100,100,100,39.9,100,100,1,34.7,1,63,73.7,19.4,1,63,1,63,24.5,25.8,1,1,100,100,100,100,100,37.1,100,100,100,100,100,100,100,100,75,1,1,100,100,100,100,31,1,1,1,1,1,48.2,50,100,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,100,1,100,20.5,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,100,100,100,100,100,100,63,100,38.1,1,1,100,99.8,1,1,1,1,1,1,1,100,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,23.6,62.7,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,99.9,18,100,31.2,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:18:00,1,100,1,87.5,100,100,1,1,40.5,1,1,22.5,48.8,100,24.8,1,1,100,100,1,100,100,1,100,1,90.8,100,100,100,100,1,1,1,1,100,79,1,1,75,75.2,75,100,17,11.7,1,1,43.5,1,1,36,1,1,1,100,100,100,34.9,100,100,1,23.9,1,63,71,13.2,1,63,1,63,25.1,25.5,1,1,100,100,100,100,100,38,100,100,100,100,100,100,100,100,75.2,1,1,100,100,100,100,50.6,1,1,1,1,1,48.6,50,100,1,99.8,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,100,1,100,20.8,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,100,100,100,100,100,100,63,100,46.2,1,1,100,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,23,62.5,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,15.4,100,38,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:19:00,1,100,1,86.2,100,100,1,1,46.7,1,1,23,49,100,26.1,1,1,100,100,1,100,100,1,100,1,88.6,100,100,100,83.5,1,1,1,1,100,79,1,1,75,75,75,99.8,17,11.8,1,1,37.5,1,1,36,1,1,1,100,100,100,34.8,100,100,1,14.1,1,63,72.8,10.5,1,63,1,63,24.4,24.4,1,1,100,100,100,100,100,8.54,100,100,100,100,100,100,100,100,74.8,1,1,100,100,100,100,56.7,1,1,1,1,1,49,50,100,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,50.5,100,100,100,1,100,14.7,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,99.8,100,100,100,100,100,63,100,41.8,1,1,100,100,1,1,1,1,1,1,1,99.8,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,17.5,62,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,12.5,100,38,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:20:00,1,100,1,87.8,100,100,1,1,47.5,1,1,22.8,45.4,100,25.8,1,1,100,100,1,100,100,1,100,1,88.5,100,100,100,100,1,1,1,1,100,79,1,1,75,75.2,75,100,19.5,12,1,1,49.4,1,1,38.8,1,1,1,100,100,100,33.2,100,100,1,7.92,3.15,63,70.3,3.46,1,63,1,63,31,25.6,1,1,100,100,100,100,100,35.5,100,100,100,100,100,100,100,100,75,1,1,100,100,100,100,50.8,1,1,1,1,1,50.8,64.6,100,1,99.8,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,100,1,100,18.8,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,99.8,100,100,100,100,100,67.2,100,45.9,1,1,100,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,31.8,73.7,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,12.8,100,61.8,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:21:00,1,100,1,87.3,100,100,1,1,45.8,1,1,26.7,38.2,99.8,25.4,1,1,100,100,1,100,100,1,100,1,89.6,100,100,100,100,1,1,1,1,100,79,1,1,75,75.1,75,100,19.5,11.8,1,1,30.4,1,1,36,1,1,1,100,100,100,26.8,100,100,1,24.3,1,63,74.4,21.8,1,63,1,63,27.2,25.4,1,1,100,100,100,100,100,56.2,100,100,100,100,100,100,100,100,75.3,1,1,100,100,100,100,44.7,1,1,1,1,1,50,63.2,100,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,100,1,100,21.5,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,100,100,100,100,100,100,68.1,100,47.7,1,1,100,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,26.2,97.2,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,19.8,100,84.3,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:22:00,1,100,1,74.4,100,100,1,1,48,1,1,20.7,36,100,25.5,1,1,100,100,1,100,100,1,100,1,89.4,100,100,100,100,1,1,1,1,100,79,1,1,75,75,75,100,17,12.2,1,1,24,1,1,36,1,1,1,100,100,100,26.1,100,100,1,22.2,1,63,80.8,10.5,1,62.8,1,63,24.8,25.8,1,1,100,100,100,100,100,22.8,100,100,100,100,100,100,100,100,75,1,1,100,100,100,100,32.6,1,1,1,1,1,39,45,100,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,100,1,100,21.4,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,100,100,100,100,100,100,63,99.9,49.3,1,1,100,99.8,1,1,1,1,1,1,1,100,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,18.3,87,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,21.9,100,61.9,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:23:00,1,100,1,82,100,100,1,1,49.3,1,1,18.5,36,100,25.8,1,1,100,100,1,100,100,1,100,1,89.6,100,100,100,100,1,1,1,1,100,79,1,1,75,75,75,100,17,12.3,1,1,23.9,1,1,36,1,1,1,100,100,100,24,100,100,1,12.5,1,63,69,7.23,1,63,1,63,23.7,25.1,1,1,100,100,100,100,100,12.7,100,100,100,100,100,100,100,100,74.9,1,1,100,100,100,100,48.7,1,1,1,1,1,41.8,38,100,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,100,1,100,20.6,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,100,100,100,100,100,100,63,99.6,44.2,1,1,100,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,13,87,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,3.77,99.2,27.1,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:24:00,1,100,1,82.7,100,100,1,1,49.2,1,1,17.2,36,100,25.7,1,1,100,100,1,100,100,1,99.8,1,90.2,100,91.5,100,100,1,1,1,1,100,79,1,1,75,75.3,75,100,17,12.5,1,1,23.6,1,1,25.9,1,1,1,100,100,100,25.3,100,100,1,10,1,63,72.1,3.33,1,63,1,63,24.7,26,1,1,100,100,100,100,100,11.6,100,100,100,100,100,100,100,100,74.9,1,1,100,100,100,100,46.5,1,1,1,1,1,47.6,38,99.8,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,100,1,100,18.2,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,100,100,100,100,100,100,63,100,36.9,1,1,100,100,1,1,1,1,1,1,1,99.8,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,13,87,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,99.8,1,100,25.7,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:25:00,1,100,1,80,100,100,1,1,46.2,1,1,14.2,36,100,24.3,1,1,100,100,1,100,100,1,100,1,90.6,100,100,100,100,1,1,1,1,100,79,1,1,75,75,75,99.8,17,12.2,1,1,24,1,1,25,1,1,1,100,100,100,26,100,100,1,14.4,3,63,74.2,18.8,1,63,1,63,25.3,22.3,1,1,100,100,100,100,100,7.85,100,100,100,100,100,100,100,100,75,1,1,100,100,99.5,100,37,1,1,1,1,1,47.5,38.9,99.9,1,99.8,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,98.9,100,100,100,100,1,34.8,14.8,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,100,100,100,100,100,100,63,100,44.1,1,1,100,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,13,87,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,1,100,26,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:26:00,1,100,1,87.5,100,100,1,1,46.9,1,1,12.2,46.8,100,24,1,1,100,100,1,100,100,1,100,1,90.2,100,100,100,100,1,1,1,1,100,79,1,1,75,75,75,100,17,12.2,1,1,32.9,1,1,25.2,1,1,1,100,100,100,29.5,100,100,1,24.7,12.8,63,75.3,11.6,1,63,1,63,24.8,25.8,1,1,100,100,100,100,100,69.7,100,100,100,100,100,100,100,100,75,1,1,100,100,100,100,29.2,1,1,1,1,1,48.5,36.3,99.8,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,100,1,80.6,15.7,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,100,100,100,100,100,100,63,100,35.8,1,1,100,100,1,1,1,1,1,1,1,99.8,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,13.2,98.2,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,1.08,85,37.7,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:27:00,1,100,1,83.4,100,100,1,1,49.7,1,1,14.9,39.2,100,21,1,1,100,100,1,100,100,1,100,1,89.9,100,100,100,100,1,1,1,1,100,79,1,1,75,75,75,100,17,12,1,1,31,1,1,25.2,1,1,1,100,100,100,27.2,100,100,1,22.7,12.5,63,81.7,7,1,63,1,63,24.9,24.9,1,1,100,100,100,100,100,14.8,100,100,100,100,100,100,100,100,75,1,1,100,100,100,100,34.8,1,1,1,1,1,39.9,31.4,100,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,100,1,42.6,15.3,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,100,100,100,100,100,100,63,100,32.5,1,1,100,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,13.4,90.1,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,1.08,1,25.1,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:28:00,1,100,1,83.8,100,100,1,1,43.3,1,1,14.3,37.2,100,24.9,1,1,100,100,1,100,100,1,100,1,89.2,100,100,100,100,1,1,1,1,100,79,1,1,75,75,75,100,17,6.67,1,1,19.2,1,1,24.7,1,1,1,100,100,100,28.8,100,100,1,12.8,12.9,62.8,82.3,3.92,1,63,1,63,25.2,7.33,1,1,100,100,100,100,100,1,100,100,100,100,100,100,100,100,75,1,1,100,100,100,100,4.69,1,1,1,1,1,42.5,25.9,100,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,100,1,21.7,13.8,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,100,100,100,100,100,100,63,100,38.8,1,1,100,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,13.2,75.9,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,1.69,1,25,100,100,100,100,100,100,100,100,1,100,1,1,1
2021-08-11 00:29:00,1,100,1,83.5,100,100,1,1,49.5,1,1,14.2,37,100,25.9,1,1,100,100,1,100,100,1,100,1,88.2,100,100,100,100,1,1,1,1,100,79,1,1,75,75,75,100,17,1,1,1,17.5,1,1,23.5,1,1,1,100,100,100,17,100,100,1,21.5,13,63,74,16.1,1,63,1,63,21,22.2,1,1,100,100,100,100,100,1,100,100,100,100,100,100,100,100,75,1,1,100,100,100,100,18.8,1,1,1,1,1,43.8,25.6,100,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,100,1,100,100,100,100,96.8,100,100,100,100,100,100,1,25.7,12.2,100,100,100,100,100,100,100,100,100,63,1,1,1,1,1,1,1,100,1,100,100,100,100,100,100,63,100,26.5,1,1,100,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,50,100,100,100,100,100,1,100,100,12.2,75.5,100,1,1,1,100,1,100,100,100,100,100,100,100,100,100,100,2,1,25,100,100,100,100,100,100,100,100,1,100,1,1,1
